mouseX,mouseY,flowerX,flowerY,time_s
131.78,112.97,140.01,104.57,0.0
131.78,112.97,148.81,96.28,0.016
131.78,112.97,158.23,88.59,0.033
131.78,112.97,168.16,81.57,0.05
131.78,112.97,178.56,75.26,0.066
131.78,112.97,189.31,69.72,0.083
131.78,112.97,200.48,64.92,0.1
131.78,112.97,211.96,60.92,0.116
131.78,112.97,222.99,57.89,0.132
132.95,112.27,235.55,55.36,0.153
140.18,106.95,247.62,53.83,0.167
151.8,98.71,259.69,53.14,0.184
177.5,80.61,271.85,53.3,0.2
208.27,61.47,283.9,54.3,0.217
238.5,44.31,295.99,56.16,0.234
267.21,31.74,307.78,58.83,0.25
296.12,24.89,319.36,62.32,0.267
321.28,24.18,330.73,66.62,0.284
345.23,24.89,341.78,71.72,0.301
366.65,33.85,352.38,77.53,0.317
379.65,41.57,362.61,84.11,0.334
391.91,50.29,372.35,91.38,0.35
400.36,58.16,381.51,99.27,0.367
406.96,66.29,390.2,107.89,0.384
413.07,74.93,398.12,116.92,0.4
418.29,84.87,405.53,126.66,0.417
422.61,93.04,412.16,136.77,0.434
425.86,100.98,418.1,147.38,0.45
429.19,109.69,423.29,158.38,0.467
433.7,123.29,427.67,169.65,0.484
438.66,140.71,431.26,181.2,0.501
441.03,154.47,434.06,193.1,0.517
442.63,165.14,436.01,205.04,0.534
443.65,175.31,437.11,217.08,0.551
443.65,188.45,437.38,229.31,0.567
443.65,197.86,436.8,241.38,0.584
442.29,214.57,435.37,253.46,0.6
441.21,226.43,433.12,265.34,0.617
439.52,239.96,430.02,277.1,0.634
436.84,251.76,426.12,288.62,0.65
433.19,262.74,421.41,299.83,0.667
429.63,272.91,415.97,310.63,0.684
425.95,283.89,409.75,321.08,0.7
422.2,295.68,402.86,331.01,0.717
418.44,307.48,395.25,340.5,0.734
411.41,324.73,387.05,349.38,0.75
402.3,339.28,378.19,357.72,0.767
389.02,355.82,368.77,365.41,0.784
371.03,371.69,358.84,372.43,0.801
350.59,385.07,348.51,378.7,0.817
335.36,391.16,337.83,384.21,0.833
318.58,397.41,327.06,388.86,0.85
306.72,400.12,315.11,393.06,0.867
296.55,401.64,303.37,396.26,0.884
286.38,402.66,291.45,398.64,0.9
274.57,403.2,279.45,400.16,0.917
262.77,403.2,267.31,400.86,0.934
252.59,403.2,255.15,400.7,0.95
243.18,403.2,243.1,399.7,0.967
235.23,400.9,231.08,397.85,0.984
222.75,394.07,219.22,395.17,1.0
212.16,386.27,207.64,391.68,1.017
200.0,378.17,196.27,387.38,1.034
192.87,373.92,185.22,382.28,1.05
186.04,370.24,174.62,376.47,1.067
