mouseX,mouseY,flowerX,flowerY,time_s
274.14,54.03,290.8,55.26,5.001
277.8,55.02,293.66,55.74,5.018
281.54,56.15,296.5,56.26,5.035
285.23,57.26,299.35,56.84,5.051
288.92,58.36,302.17,57.46,5.068
292.61,59.47,304.99,58.13,5.085
295.33,60.49,307.79,58.84,5.101
298.06,61.51,310.59,59.6,5.118
300.79,62.87,313.4,60.42,5.135
303.99,63.91,316.16,61.27,5.151
307.2,65.33,318.9,62.16,5.168
309.93,66.69,321.64,63.11,5.185
313.13,67.77,324.37,64.11,5.201
316.34,69.19,327.07,65.14,5.218
319.55,70.61,329.76,66.22,5.234
322.75,71.65,332.44,67.35,5.252
325.48,73.01,335.08,68.52,5.268
328.69,74.43,337.57,69.67,5.284
332.43,76.3,340.33,71.0,5.301
337.19,78.67,342.91,72.29,5.318
343.13,80.79,345.48,73.64,5.334
347.58,83.17,348.03,75.03,5.351
351.8,85.07,350.54,76.46,5.368
355.01,86.49,353.06,77.94,5.384
357.31,87.79,355.49,79.43,5.401
359.61,88.79,357.96,80.99,5.418
361.49,90.04,360.38,82.59,5.434
364.21,91.05,362.77,84.22,5.451
366.09,91.99,365.11,85.88,5.468
367.96,92.93,367.48,87.61,5.484
369.11,93.5,369.78,89.36,5.501
370.25,94.36,372.06,91.15,5.518
372.12,95.29,374.2,92.89,5.534
374.57,96.83,376.54,94.85,5.551
375.71,97.4,378.73,96.76,5.568
376.54,97.94,380.88,98.69,5.584
377.05,98.2,382.99,100.66,5.601
377.29,98.2,385.09,102.68,5.618
377.29,98.2,387.14,104.72,5.634
377.29,98.2,389.11,106.74,5.651
377.53,98.2,391.14,108.9,5.668
377.53,98.44,393.1,111.05,5.685
377.53,98.44,395.02,113.23,5.701
377.77,98.44,396.89,115.43,5.717
377.77,98.44,398.73,117.67,5.734
378.0,98.44,400.54,119.95,5.751
378.5,98.68,402.31,122.25,5.768
379.02,98.94,404.03,124.57,5.785
379.84,99.48,405.72,126.93,5.801
381.35,100.08,407.36,129.3,5.818
384.56,101.16,408.97,131.72,5.834
388.04,103.48,410.54,134.16,5.851
391.36,105.3,412.06,136.61,5.868
394.68,107.51,413.56,139.12,5.884
396.98,108.81,415.0,141.63,5.901
398.12,109.95,416.39,144.15,5.918
398.95,110.78,417.76,146.72,5.935
399.8,111.92,419.07,149.29,5.951
400.63,112.75,420.35,151.91,5.968
401.18,113.58,421.49,154.34,5.985
401.72,114.41,420.26,151.73,6.001
402.26,115.23,418.98,149.12,6.018
402.89,117.11,417.66,146.53,6.035
404.3,120.32,416.3,143.98,6.051
406.15,124.0,414.88,141.41,6.068
407.63,127.69,413.45,138.93,6.085
408.96,131.36,411.95,136.44,6.101
409.55,132.86,410.43,133.98,6.118
409.84,134.0,408.86,131.54,6.135
410.13,134.83,407.24,129.13,6.151
410.13,136.34,405.6,126.76,6.168
410.44,138.21,403.9,124.4,6.185
410.78,140.94,402.28,122.21,6.2
410.78,143.67,400.41,119.78,6.218
410.78,145.97,398.6,117.51,6.234
410.78,147.48,396.76,115.28,6.251
410.78,148.3,394.88,113.07,6.267
410.78,148.56,392.96,110.89,6.284
410.78,148.56,391.01,108.76,6.3
410.29,148.32,389.01,106.64,6.318
407.34,143.78,386.99,104.57,6.335
402.75,137.86,384.93,102.52,6.351
396.64,129.72,382.84,100.51,6.368
390.7,122.29,380.72,98.55,6.384
384.93,115.55,378.56,96.61,6.401
379.78,109.01,376.38,94.72,6.418
375.53,103.91,374.16,92.85,6.434
372.29,100.3,371.9,91.02,6.451
366.94,95.83,369.63,89.24,6.468
362.15,92.79,367.31,87.49,6.484
358.82,91.37,364.97,85.77,6.501
355.61,89.57,362.61,84.11,6.518
353.3,88.26,360.21,82.47,6.534
351.42,87.32,357.78,80.88,6.551
350.27,86.74,355.34,79.34,6.568
349.43,86.19,352.87,77.82,6.584
348.6,85.64,350.36,76.35,6.601
347.45,85.35,347.83,74.92,6.618
346.61,84.8,345.3,73.54,6.634
345.52,84.25,342.72,72.2,6.651
344.68,83.7,340.14,70.9,6.668
343.16,83.38,337.53,69.65,6.684
340.86,83.06,334.9,68.44,6.701
336.63,82.29,332.25,67.27,6.718
331.63,81.5,329.57,66.14,6.735
327.29,80.73,326.87,65.06,6.751
323.06,79.96,324.16,64.03,6.768
317.05,78.65,321.45,63.04,6.784
311.69,76.61,318.7,62.1,6.801
307.35,75.41,315.96,61.2,6.818
302.52,74.19,313.18,60.35,6.834
298.29,73.02,310.41,59.55,6.851
294.6,71.91,307.6,58.79,6.868
290.37,69.98,304.79,58.08,6.885
287.63,68.95,301.96,57.41,6.901
284.9,67.58,299.14,56.79,6.918
283.02,66.32,296.3,56.22,6.934
281.13,65.69,293.44,55.7,6.951
279.98,64.83,290.59,55.23,6.968
278.47,64.22,287.72,54.8,6.985
277.63,63.67,284.84,54.42,7.001
276.48,63.09,281.95,54.08,7.019
275.65,62.54,279.08,53.8,7.034
274.5,61.96,276.21,53.57,7.052
273.66,61.41,273.31,53.38,7.068
272.52,60.84,270.41,53.24,7.086
271.37,60.55,267.49,53.15,7.102
270.53,60.0,264.62,53.11,7.118
269.7,59.71,261.71,53.11,7.135
269.17,59.45,258.81,53.17,7.152
268.34,59.18,255.92,53.27,7.168
266.56,58.89,253.02,53.42,7.184
264.68,58.89,250.13,53.62,7.201
261.94,58.89,247.23,53.86,7.218
259.21,58.89,244.36,54.16,7.235
254.98,58.89,241.48,54.5,7.251
249.02,58.89,238.62,54.89,7.267
241.77,58.89,235.75,55.33,7.285
233.12,58.89,232.9,55.82,7.301
227.11,59.74,230.05,56.35,7.318
221.75,60.55,227.2,56.93,7.335
218.0,61.29,224.37,57.56,7.351
214.79,61.66,221.54,58.24,7.368
212.48,62.31,218.75,58.96,7.385
209.26,63.02,215.95,59.73,7.401
206.05,64.06,213.16,60.55,7.418
203.31,65.42,210.41,61.41,7.435
201.0,66.73,207.65,62.32,7.451
199.12,67.98,205.07,63.21,7.467
197.92,69.48,202.2,64.27,7.484
