mouseX,mouseY,flowerX,flowerY,time_s
118.7,306.14,98.46,281.8,2.501
116.31,302.22,96.6,275.82,2.518
113.42,297.29,94.96,269.85,2.535
111.57,293.59,93.64,264.25,2.551
110.48,290.38,92.39,258.0,2.568
109.31,285.55,91.45,252.28,2.584
109.31,278.95,90.68,246.29,2.601
109.31,269.54,90.08,239.87,2.619
109.31,259.37,89.74,233.87,2.635
109.31,249.2,89.61,227.79,2.652
109.31,242.74,89.68,221.71,2.668
108.86,236.14,89.97,215.67,2.685
107.89,224.45,90.48,209.61,2.702
107.89,220.13,91.15,203.89,2.717
107.89,205.63,92.11,197.56,2.736
107.36,194.64,93.24,191.62,2.752
107.36,185.98,94.58,185.68,2.769
106.96,180.62,96.12,179.84,2.785
106.56,175.86,97.86,174.05,2.802
106.19,172.64,99.84,168.22,2.819
105.47,169.43,101.97,162.6,2.835
105.47,165.73,104.32,156.99,2.852
105.47,160.37,106.85,151.5,2.869
105.47,153.77,109.58,146.07,2.885
105.47,145.82,112.51,140.73,2.902
105.47,137.86,115.62,135.51,2.919
105.95,129.91,118.75,130.63,2.935
107.54,124.92,122.25,125.57,2.951
109.57,119.56,125.99,120.55,2.969
111.47,115.33,129.8,115.81,2.985
113.68,112.0,133.74,111.23,3.002
116.48,107.6,137.85,106.79,3.018
119.66,103.63,142.15,102.44,3.035
123.36,99.51,146.56,98.3,3.052
128.2,94.67,151.13,94.29,3.068
131.8,91.43,155.81,90.46,3.085
136.33,88.14,160.62,86.8,3.102
140.69,85.36,165.59,83.29,3.118
145.51,82.97,170.7,79.93,3.135
150.27,80.98,175.87,76.8,3.152
156.86,78.77,181.14,73.84,3.168
164.8,75.52,186.55,71.06,3.185
173.45,71.66,192.05,68.46,3.202
182.86,67.7,197.6,66.07,3.218
195.13,62.97,203.27,63.87,3.235
198.75,61.61,208.7,61.96,3.25
210.37,59.31,214.82,60.06,3.269
218.32,57.92,220.65,58.46,3.285
228.48,56.39,226.57,57.07,3.302
241.15,55.29,232.54,55.88,3.318
252.13,54.77,238.51,54.91,3.335
259.87,54.23,244.54,54.14,3.352
267.17,54.23,250.56,53.59,3.368
271.98,54.23,256.63,53.24,3.385
275.19,54.23,262.71,53.11,3.402
277.49,54.23,268.47,53.17,3.418
279.37,54.86,274.83,53.47,3.435
281.24,56.11,280.89,53.98,3.452
283.54,57.41,286.93,54.69,3.468
285.96,59.14,292.59,55.55,3.484
289.7,61.01,298.88,56.74,3.502
292.11,62.43,304.5,58.01,3.518
297.13,64.98,310.66,59.62,3.535
300.87,66.84,316.49,61.37,3.552
307.01,70.38,322.25,63.33,3.569
312.36,72.84,327.9,65.47,3.585
318.7,76.46,333.21,67.69,3.601
325.48,80.07,338.77,70.24,3.618
332.27,83.69,344.43,73.08,3.635
339.06,87.31,349.76,76.01,3.652
345.4,91.38,354.99,79.12,3.669
351.11,95.34,360.08,82.39,3.685
357.45,98.96,365.08,85.85,3.702
363.79,103.03,369.95,89.49,3.718
368.18,105.46,374.69,93.3,3.735
373.1,108.35,379.27,97.24,3.752
376.93,111.04,383.74,101.37,3.769
383.07,116.34,388.06,105.65,3.786
387.18,120.05,392.2,110.06,3.802
392.44,124.88,396.21,114.63,3.818
396.09,128.48,400.06,119.34,3.835
399.69,132.08,403.72,124.15,3.852
402.27,135.03,407.23,129.12,3.868
404.48,137.98,410.57,134.2,3.885
407.77,142.52,413.54,139.09,3.901
410.14,147.27,416.5,144.36,3.918
412.61,152.63,419.46,150.08,3.935
414.62,157.44,422.04,155.55,3.952
416.6,162.2,424.44,161.14,3.969
417.79,166.96,426.63,166.77,3.985
419.0,172.31,428.65,172.55,4.002
420.27,178.25,430.44,178.32,4.018
421.14,184.85,432.04,184.15,4.035
421.59,192.79,433.43,190.07,4.052
