mouseX,mouseY,flowerX,flowerY,time_s
141.55,107.02,141.78,105.5,0.0
141.55,107.02,150.72,97.05,0.016
141.55,107.02,160.22,89.25,0.033
141.55,107.02,170.19,82.16,0.05
141.55,107.02,180.69,75.76,0.066
142.49,106.55,191.55,70.13,0.085
146.71,105.41,202.84,65.25,0.1
154.01,102.69,214.44,61.16,0.117
162.66,98.84,226.3,57.9,0.134
172.34,94.23,238.36,55.47,0.151
181.75,90.77,250.48,53.9,0.167
190.4,87.4,262.76,53.17,0.184
198.34,85.08,274.99,53.3,0.2
201.96,83.72,287.25,54.29,0.216
222.08,76.68,299.41,56.14,0.234
239.25,68.3,311.34,58.8,0.25
262.27,57.54,323.13,62.32,0.267
280.62,50.8,334.64,66.65,0.284
300.06,44.96,345.76,71.74,0.301
317.43,41.86,356.56,77.63,0.317
332.83,41.27,366.92,84.26,0.334
344.63,41.27,376.79,91.6,0.35
350.09,42.62,386.07,99.56,0.367
358.54,46.46,394.78,108.15,0.383
366.16,53.1,402.91,117.37,0.4
375.87,61.17,410.38,127.15,0.417
398.83,82.58,417.11,137.35,0.434
414.64,98.55,423.18,148.14,0.451
426.68,112.0,428.42,159.18,0.467
432.95,121.06,432.91,170.64,0.484
437.8,129.26,436.56,182.3,0.5
440.4,138.78,439.41,194.27,0.518
440.96,150.63,441.42,206.41,0.534
440.96,176.73,442.57,218.65,0.55
441.61,197.28,442.87,230.88,0.567
442.79,213.18,442.31,243.16,0.584
443.97,228.58,440.9,255.31,0.6
444.53,241.25,438.63,267.4,0.617
444.53,251.41,435.55,279.23,0.634
445.01,259.36,431.63,290.89,0.65
445.01,264.17,426.9,302.24,0.667
445.01,270.12,421.39,313.24,0.684
445.01,274.88,415.4,323.39,0.7
443.34,280.23,408.13,333.95,0.717
439.48,285.38,400.55,343.44,0.734
434.5,291.26,392.22,352.5,0.75
428.05,298.69,383.28,360.95,0.767
421.94,307.33,373.84,368.71,0.784
415.32,315.97,363.75,375.88,0.801
408.51,325.37,353.31,382.24,0.817
401.7,334.77,342.39,387.9,0.834
394.18,344.42,331.16,392.75,0.85
386.66,354.07,319.56,396.84,0.867
378.81,362.42,307.7,400.1,0.883
371.15,370.07,295.72,402.52,0.9
357.72,380.5,283.52,404.1,0.917
346.63,387.78,271.24,404.83,0.934
332.71,394.13,259.45,404.71,0.95
315.93,399.0,246.75,403.71,0.967
301.45,399.59,234.59,401.86,0.983
287.9,399.59,222.59,399.18,1.0
276.1,396.91,210.87,395.68,1.017
264.29,394.22,199.36,391.35,1.033
252.49,392.07,188.24,386.26,1.05
242.32,390.54,177.44,380.37,1.067
228.61,387.46,167.08,373.74,1.084
214.69,382.27,157.27,366.45,1.1
200.78,375.91,147.93,358.44,1.117
189.68,371.73,139.22,349.85,1.134
179.93,369.18,131.04,340.57,1.15
171.97,367.31,123.58,330.79,1.167
166.61,366.06,116.85,320.58,1.183
