mouseX,mouseY,flowerX,flowerY,time_s
342.9,85.2,369.41,86.02,2.5
342.04,84.05,367.01,84.33,2.517
341.51,83.52,364.58,82.68,2.533
341.51,83.0,362.14,81.08,2.55
341.51,82.48,359.79,79.59,2.566
341.51,82.23,357.16,77.99,2.584
341.51,82.23,354.76,76.58,2.598
341.51,82.23,352.07,75.06,2.616
341.51,82.23,349.5,73.67,2.633
341.51,82.23,346.89,72.32,2.649
341.51,82.23,344.28,71.01,2.666
341.51,82.23,341.63,69.74,2.683
341.51,82.23,338.96,68.52,2.7
341.04,81.77,336.27,67.34,2.718
339.89,80.62,333.58,66.21,2.734
339.03,79.75,330.87,65.13,2.75
337.52,79.15,328.11,64.08,2.767
336.0,78.54,325.36,63.09,2.783
334.12,77.91,322.6,62.14,2.8
330.37,77.57,319.8,61.24,2.816
326.62,76.82,317.0,60.38,2.833
321.85,76.43,314.17,59.57,2.85
317.62,75.26,311.34,58.8,2.867
313.39,74.86,308.51,58.09,2.883
309.47,74.01,305.65,57.42,2.9
304.71,72.81,302.79,56.8,2.916
300.48,71.67,299.91,56.23,2.933
294.47,70.37,297.02,55.7,2.95
290.72,69.23,294.14,55.23,2.967
284.01,67.86,291.24,54.8,2.983
280.26,67.12,288.32,54.42,3.0
276.03,66.35,285.4,54.09,3.017
272.33,65.98,282.5,53.81,3.033
270.02,65.32,279.57,53.57,3.05
268.51,64.71,276.66,53.39,3.067
266.99,64.11,273.72,53.25,3.084
265.48,63.82,270.79,53.16,3.1
263.96,63.21,267.87,53.13,3.116
261.5,62.93,264.93,53.14,3.133
259.99,62.32,261.99,53.19,3.15
258.11,62.0,259.06,53.3,3.167
256.59,61.4,256.13,53.46,3.183
254.71,61.08,253.21,53.66,3.2
252.82,60.45,250.29,53.92,3.217
250.94,60.13,247.38,54.22,3.233
249.06,60.13,244.47,54.57,3.25
246.75,60.13,241.58,54.97,3.267
243.0,60.13,238.66,55.42,3.284
239.3,59.76,235.78,55.92,3.3
