mouseX,mouseY,flowerX,flowerY,time_s
91.46,256.79,98.36,281.49,2.501
89.68,246.56,96.55,275.68,2.517
88.68,237.14,94.96,269.85,2.534
88.23,231.67,93.57,263.93,2.55
87.83,229.29,92.44,258.28,2.566
87.83,224.12,91.4,251.96,2.584
87.83,222.6,90.64,245.96,2.601
87.83,221.77,90.11,240.27,2.616
87.83,220.93,89.74,233.87,2.634
87.83,218.62,89.6,227.79,2.651
87.83,215.41,89.68,221.74,2.667
87.83,209.93,89.97,215.67,2.684
88.73,202.63,90.48,209.57,2.701
89.95,197.8,91.19,203.57,2.717
90.71,193.57,92.11,197.59,2.734
91.39,190.84,93.24,191.62,2.751
92.02,188.96,94.57,185.72,2.767
93.04,186.22,96.12,179.84,2.785
93.77,182.53,97.77,174.33,2.8
95.89,176.57,99.83,168.25,2.817
97.59,170.57,101.91,162.74,2.834
99.23,165.21,104.3,157.02,2.851
100.92,159.2,106.72,151.76,2.867
102.9,154.43,109.58,146.07,2.884
104.97,149.07,112.51,140.73,2.901
108.22,141.12,115.6,135.54,2.917
111.58,132.46,118.89,130.42,2.934
115.79,125.45,122.33,125.45,2.951
118.28,120.91,125.99,120.55,2.967
121.39,114.2,129.8,115.81,2.984
124.9,108.47,133.74,111.23,3.001
128.52,102.13,137.85,106.79,3.017
133.52,96.21,142.13,102.47,3.034
141.55,88.65,146.56,98.3,3.051
144.72,86.38,151.04,94.36,3.066
154.22,80.04,155.81,90.46,3.084
161.23,75.37,160.65,86.78,3.1
168.25,71.15,165.31,83.47,3.116
176.19,67.41,170.67,79.95,3.134
184.84,64.52,175.87,76.8,3.151
193.49,62.59,181.18,73.82,3.167
200.73,60.78,186.58,71.04,3.184
208.68,59.36,192.05,68.46,3.201
217.32,57.91,197.64,66.06,3.217
228.3,56.86,203.31,63.85,3.234
240.1,55.78,209.01,61.86,3.251
251.9,55.78,214.82,60.05,3.267
262.06,55.78,220.34,58.54,3.283
270.34,55.78,226.57,57.07,3.301
278.08,55.78,232.54,55.88,3.318
284.68,56.65,238.51,54.91,3.334
291.92,57.55,244.58,54.14,3.351
299.86,59.89,250.6,53.58,3.368
307.81,62.21,256.45,53.25,3.383
316.46,65.09,262.71,53.1,3.401
321.92,67.19,268.79,53.18,3.417
328.37,69.9,274.87,53.47,3.434
333.13,72.27,280.89,53.97,3.451
336.81,74.48,286.9,54.68,3.467
339.77,76.7,292.94,55.61,3.484
342.72,79.28,298.81,56.73,3.5
345.67,81.49,304.5,58.0,3.517
348.63,84.07,310.49,59.57,3.534
351.21,86.65,316.24,61.29,3.55
354.16,89.23,322.25,63.33,3.567
356.74,91.82,327.9,65.47,3.584
360.91,95.98,333.51,67.82,3.601
363.49,98.57,339.03,70.36,3.617
365.99,100.7,344.43,73.08,3.634
367.55,102.26,349.48,75.85,3.651
369.06,103.45,354.68,78.93,3.666
370.57,104.65,360.08,82.39,3.684
372.07,105.84,365.05,85.83,3.701
373.95,107.09,369.69,89.29,3.717
375.51,108.66,374.69,93.3,3.735
376.65,109.8,379.27,97.24,3.751
377.79,110.94,383.74,101.37,3.767
378.99,112.16,387.96,105.55,3.784
380.55,113.72,391.98,109.81,3.8
382.14,115.32,396.0,114.38,3.816
384.19,117.36,400.04,119.31,3.834
387.34,120.51,403.7,124.12,3.851
390.08,123.57,407.21,129.09,3.867
393.68,127.16,410.55,134.17,3.884
397.92,131.41,413.59,139.18,3.9
401.52,135.06,416.68,144.68,3.917
406.16,141.11,419.46,150.08,3.934
409.58,145.98,421.91,155.25,3.95
412.07,150.51,424.43,161.1,3.967
414.11,155.86,426.63,166.77,3.984
416.65,161.8,428.64,172.51,4.001
419.54,170.45,430.45,178.32,4.017
423.01,179.86,432.04,184.15,4.034
426.56,190.02,433.43,190.07,4.051
430.04,199.43,434.56,195.72,4.066
432.92,208.08,435.54,201.68,4.083
435.23,216.02,436.36,208.04,4.101
436.2,224.67,436.92,214.1,4.117
437.13,236.94,437.26,220.13,4.134
437.13,245.59,437.4,226.21,4.151
437.13,254.24,437.32,232.26,4.167
436.64,262.89,437.03,238.37,4.184
435.79,269.05,436.53,244.39,4.201
433.86,277.93,435.81,250.43,4.217
432.61,282.91,434.89,256.41,4.234
431.16,287.23,433.83,262.06,4.249
428.61,296.15,432.42,268.32,4.267
427.41,300.49,430.88,274.16,4.286
425.82,305.25,429.12,280.02,4.301
424.28,309.47,427.19,285.71,4.317
423.2,312.68,425.03,291.4,4.334
422.17,315.4,422.68,297.01,4.351
421.48,318.13,420.12,302.57,4.368
420.45,320.86,417.42,307.93,4.384
419.43,323.58,414.6,313.08,4.4
418.06,326.31,411.56,318.21,4.417
417.09,328.61,408.09,323.61,4.434
415.83,330.48,404.65,328.58,4.451
414.91,331.99,401.08,333.36,4.467
413.71,333.5,397.2,338.19,4.484
412.05,335.46,393.26,342.77,4.501
409.54,337.96,389.13,347.24,4.518
405.96,341.11,385.08,351.33,4.533
401.43,344.39,380.44,355.7,4.551
395.03,348.49,375.9,359.69,4.567
383.11,354.61,371.16,363.56,4.584
369.34,360.48,366.35,367.22,4.601
358.61,365.25,361.5,370.65,4.617
345.62,370.32,356.33,374.05,4.634
335.45,374.39,351.41,377.04,4.65
329.27,376.57,345.86,380.16,4.667
320.34,379.11,340.45,382.95,4.684
316.11,379.87,334.95,385.54,4.701
313.38,380.21,329.36,387.94,4.717
311.07,380.21,323.73,390.13,4.734
309.55,380.21,317.99,392.14,4.751
308.04,380.21,312.18,393.95,4.767
305.73,380.21,306.42,395.52,4.784
302.41,380.52,300.43,396.93,4.801
298.06,380.86,294.5,398.11,4.818
293.72,381.29,288.49,399.09,4.834
288.36,381.68,282.61,399.84,4.85
284.13,382.07,276.77,400.39,4.867
280.91,382.07,270.33,400.76,4.885
278.61,382.41,264.29,400.9,4.901
277.09,382.41,258.21,400.82,4.917
