mouseX,mouseY,flowerX,flowerY,time_s
130.12,114.31,135.87,108.84,0.0
130.12,114.31,139.89,104.59,0.015
130.12,114.31,144.54,100.02,0.033
130.12,114.31,149.12,95.82,0.05
130.12,114.31,153.85,91.78,0.066
130.12,114.31,158.75,87.88,0.083
130.12,114.31,163.72,84.2,0.1
130.12,114.31,168.85,80.68,0.116
130.12,114.31,174.06,77.36,0.133
130.12,114.31,179.42,74.2,0.15
130.12,114.31,184.85,71.25,0.166
130.12,114.31,190.42,68.47,0.183
131.59,112.01,196.08,65.89,0.2
136.74,105.95,201.55,63.62,0.216
148.52,92.91,207.62,61.35,0.233
166.84,77.41,213.52,59.37,0.25
186.17,64.27,219.45,57.62,0.267
208.45,52.04,225.47,56.06,0.284
221.85,47.18,231.51,54.72,0.3
234.86,42.61,237.29,53.64,0.316
241.56,40.36,243.74,52.67,0.333
246.91,39.11,249.95,51.96,0.35
250.12,38.4,256.12,51.48,0.367
251.63,38.11,262.33,51.2,0.384
252.45,38.11,268.52,51.15,0.401
252.97,38.11,274.73,51.31,0.417
253.8,38.11,280.94,51.69,0.434
255.73,38.11,287.14,52.29,0.45
259.95,38.11,292.93,53.04,0.466
267.2,39.01,299.03,54.05,0.482
275.14,41.32,305.13,55.28,0.499
287.41,44.6,311.51,56.8,0.517
294.0,46.78,317.5,58.46,0.534
300.6,48.95,323.4,60.32,0.55
307.19,51.16,328.92,62.27,0.566
315.14,54.89,335.02,64.66,0.583
324.82,60.02,340.76,67.16,0.6
336.67,66.79,346.37,69.84,0.617
348.55,74.15,351.86,72.69,0.634
355.9,78.95,357.24,75.74,0.65
363.13,84.27,362.54,78.99,0.667
369.75,89.02,367.73,82.42,0.683
373.32,92.16,372.79,86.03,0.7
377.05,95.9,377.7,89.79,0.717
379.21,98.45,382.5,93.75,0.733
381.79,101.41,387.16,97.87,0.75
383.58,104.25,391.64,102.13,0.767
384.54,106.55,396.01,106.56,0.783
385.2,108.85,400.18,111.12,0.8
386.19,111.63,404.25,115.88,0.817
387.32,115.37,408.1,120.72,0.833
388.68,118.15,411.78,125.69,0.85
389.76,121.89,415.11,130.54,0.866
391.23,125.58,418.64,136.06,0.884
392.65,128.79,421.8,141.42,0.9
394.07,132.0,424.75,146.85,0.917
395.86,135.2,427.53,152.42,0.933
398.23,139.11,430.11,158.08,0.95
401.04,143.02,432.47,163.79,0.967
403.98,147.55,434.64,169.59,0.984
406.75,151.92,436.64,175.55,1.0
411.53,160.61,438.38,181.45,1.018
414.78,168.1,439.94,187.47,1.034
418.4,175.34,441.29,193.54,1.05
422.72,183.51,442.41,199.62,1.067
425.89,190.75,443.33,205.77,1.084
429.05,197.54,444.04,211.95,1.1
431.6,203.48,444.53,218.16,1.117
433.72,209.43,444.8,224.33,1.133
435.58,217.38,444.85,230.52,1.15
436.93,224.62,444.69,236.73,1.167
438.34,232.08,444.31,242.94,1.184
439.22,239.0,443.72,249.1,1.2
440.09,245.93,442.9,255.3,1.217
440.09,251.88,441.88,261.4,1.233
440.52,258.47,440.65,267.46,1.25
440.52,267.12,439.28,273.18,1.266
440.52,275.77,437.54,279.5,1.283
440.06,283.01,435.66,285.44,1.3
438.19,290.95,433.59,291.3,1.317
436.86,297.12,431.32,297.05,1.334
434.59,304.05,428.86,302.72,1.35
432.82,310.75,426.18,308.34,1.367
431.74,314.49,423.31,313.86,1.383
429.59,320.49,420.25,319.27,1.4
427.94,325.84,416.99,324.57,1.417
426.23,331.79,413.58,329.73,1.434
424.64,336.61,409.99,334.76,1.45
421.75,344.66,406.21,339.7,1.467
419.96,347.87,402.27,344.47,1.484
417.66,352.09,398.13,349.16,1.5
415.87,354.93,393.87,353.64,1.517
414.5,357.66,389.44,358.01,1.534
412.36,360.16,384.85,362.21,1.55
410.63,362.94,380.15,366.22,1.566
405.21,369.59,375.28,370.1,1.583
400.36,374.85,370.25,373.82,1.601
393.41,381.77,365.18,377.3,1.617
379.98,391.55,359.94,380.64,1.634
372.54,396.51,354.9,383.62,1.649
351.77,407.73,349.11,386.77,1.668
336.6,414.41,343.58,389.53,1.684
327.11,418.75,337.92,392.11,1.7
317.69,421.72,332.21,394.47,1.717
308.16,423.77,326.38,396.65,1.734
302.21,424.62,320.48,398.63,1.75
297.39,424.98,314.55,400.38,1.767
292.62,424.98,308.53,401.94,1.784
289.41,424.98,302.46,403.29,1.8
287.52,424.98,296.38,404.41,1.817
286.38,424.98,290.41,405.31,1.833
285.54,424.98,284.04,406.04,1.85
283.49,423.3,277.88,406.52,1.867
281.61,422.04,271.67,406.8,1.884
279.3,420.73,265.48,406.85,1.9
277.41,419.79,259.23,406.69,1.917
275.9,419.18,253.06,406.31,1.934
273.16,418.15,246.86,405.71,1.95
267.16,416.45,240.73,404.91,1.967
258.5,415.0,234.6,403.88,1.983
245.82,412.23,228.5,402.64,2.0
234.02,410.08,222.49,401.2,2.017
227.84,409.23,216.5,399.54,2.033
219.89,407.36,210.56,397.66,2.05
213.94,405.23,204.73,395.6,2.067
207.98,403.1,198.95,393.32,2.083
200.03,399.36,193.28,390.86,2.1
190.6,394.51,187.66,388.18,2.117
184.88,391.0,182.14,385.31,2.134
181.04,388.3,176.76,382.26,2.15
178.08,385.71,171.46,379.01,2.167
174.61,382.64,166.24,375.56,2.184
170.36,377.96,161.21,371.97,2.2
165.35,372.04,156.3,368.21,2.217
160.03,364.8,151.64,364.37,2.233
