mouseX,mouseY,flowerX,flowerY,time_s
130.0,109.35,140.01,104.57,0.0
130.0,109.35,148.86,96.24,0.016
130.0,109.35,158.29,88.54,0.033
130.0,109.35,168.16,81.57,0.049
130.0,109.35,178.56,75.26,0.066
130.0,109.35,189.3,69.73,0.083
130.0,109.35,200.48,64.92,0.1
130.0,109.35,211.96,60.92,0.116
130.0,109.35,223.7,57.72,0.133
130.0,109.35,235.55,55.36,0.149
130.0,109.35,247.55,53.84,0.166
130.46,108.88,259.69,53.14,0.186
134.7,104.63,271.85,53.3,0.201
145.7,94.79,283.97,54.31,0.217
161.68,81.45,295.92,56.15,0.234
184.55,62.39,307.78,58.83,0.251
213.49,43.94,319.43,62.34,0.267
241.38,29.96,330.8,66.65,0.283
267.05,21.11,341.78,71.72,0.3
281.85,17.63,352.44,77.57,0.317
298.23,15.8,362.61,84.11,0.333
309.21,15.8,372.35,91.38,0.35
317.86,15.8,381.56,99.32,0.367
325.81,19.07,390.15,107.84,0.383
334.23,24.02,398.17,116.98,0.4
347.23,32.9,405.53,126.66,0.417
359.97,43.81,412.2,136.83,0.433
374.91,57.45,418.1,147.38,0.45
392.19,74.02,423.29,158.38,0.467
409.8,91.63,427.67,169.65,0.483
424.73,105.8,431.28,181.27,0.5
437.14,119.45,434.05,193.03,0.517
444.7,129.67,436.01,205.11,0.534
448.07,138.32,437.11,217.08,0.551
449.76,162.9,437.38,229.31,0.567
447.64,185.7,436.8,241.38,0.583
441.66,218.31,435.37,253.46,0.6
434.56,249.87,433.12,265.34,0.617
427.82,277.51,430.02,277.1,0.634
424.09,293.41,426.19,288.41,0.65
419.24,309.9,421.44,299.77,0.667
417.0,316.61,415.97,310.63,0.683
412.82,326.43,409.75,321.08,0.7
407.84,334.63,402.86,331.01,0.717
402.07,340.39,395.25,340.5,0.733
394.63,346.32,386.99,349.43,0.75
387.61,350.99,378.19,357.72,0.767
380.36,354.61,368.77,365.41,0.784
373.56,358.22,358.84,372.43,0.801
366.77,361.84,348.51,378.7,0.817
358.56,366.19,337.63,384.31,0.834
348.87,370.79,326.52,389.08,0.851
339.96,375.25,315.04,393.08,0.867
330.55,378.72,303.37,396.26,0.883
320.38,381.77,291.45,398.64,0.9
303.65,384.73,279.45,400.16,0.917
278.79,387.54,267.24,400.86,0.933
255.64,388.92,255.15,400.7,0.95
222.7,390.52,243.03,399.69,0.967
201.83,390.52,231.08,397.85,0.984
187.38,390.52,219.22,395.17,1.0
176.39,390.52,207.57,391.66,1.017
165.07,389.61,196.27,387.38,1.034
157.82,386.44,185.22,382.28,1.05
149.39,381.49,174.62,376.47,1.067
144.85,378.2,164.39,369.89,1.084
141.25,374.96,154.65,362.62,1.102
138.88,371.6,145.49,354.73,1.118
137.29,366.78,136.85,346.16,1.135
133.19,357.59,128.83,337.02,1.15
128.89,345.56,121.51,327.4,1.167
125.5,336.85,114.84,317.23,1.183
122.72,329.54,108.9,306.62,1.2
121.5,324.72,103.71,295.62,1.217
121.13,321.5,99.33,284.35,1.233
121.13,318.29,95.72,272.73,1.25
120.64,310.34,92.95,260.97,1.267
119.17,301.63,91.0,248.96,1.283
116.74,284.9,89.88,236.85,1.3
114.14,265.39,89.62,224.69,1.317
110.5,248.32,90.2,212.54,1.333
107.16,236.66,91.63,200.54,1.35
102.93,220.75,93.9,188.59,1.367
100.46,211.33,96.98,176.9,1.384
99.36,198.32,100.88,165.38,1.4
99.36,181.82,105.59,154.17,1.417
102.17,160.11,110.93,143.56,1.433
106.51,143.04,117.25,132.92,1.45
109.02,133.52,124.18,122.93,1.467
111.9,124.8,131.8,113.44,1.483
113.03,121.05,140.06,104.52,1.5
113.94,119.54,148.86,96.24,1.517
115.25,117.94,158.29,88.54,1.534
119.36,114.22,168.16,81.57,1.55
128.16,107.44,178.56,75.26,1.567
136.83,101.28,189.31,69.72,1.584
151.24,92.53,200.48,64.92,1.6
170.29,80.86,211.96,60.92,1.617
186.16,70.7,223.7,57.72,1.634
208.02,59.02,235.48,55.37,1.65
222.82,52.5,247.62,53.83,1.667
236.36,48.55,259.4,53.15,1.683
248.16,46.4,271.85,53.3,1.7
258.32,45.89,283.68,54.28,1.716
269.3,45.89,295.99,56.16,1.733
280.28,45.89,307.78,58.83,1.75
291.26,46.96,319.36,62.32,1.767
301.43,50.0,330.8,66.65,1.784
310.07,53.37,341.84,71.75,1.8
318.02,57.1,352.44,77.57,1.817
325.03,61.76,362.67,84.15,1.833
331.56,66.91,372.35,91.38,1.85
336.99,72.34,381.51,99.27,1.867
341.83,77.6,390.15,107.84,1.884
345.98,83.14,398.17,116.98,1.9
350.37,88.86,405.53,126.66,1.917
355.2,94.12,412.2,136.83,1.933
