mouseX,mouseY,flowerX,flowerY,time_s
109.57,280.78,97.37,282.48,2.5
108.4,276.86,95.62,276.55,2.517
107.29,273.17,94.06,270.53,2.534
105.58,267.16,92.72,264.49,2.55
103.66,258.45,91.59,258.38,2.567
102.32,252.27,90.67,252.23,2.584
100.62,246.27,89.96,246.04,2.6
99.93,243.53,89.47,239.84,2.617
99.27,241.22,89.2,233.67,2.633
99.27,233.42,89.15,227.48,2.65
99.27,225.47,89.31,221.23,2.667
99.27,218.76,89.69,215.06,2.683
99.27,212.75,90.29,208.86,2.7
99.27,206.15,91.09,202.73,2.717
99.27,202.4,92.12,196.6,2.733
100.12,195.8,93.35,190.54,2.75
101.41,189.2,94.81,184.45,2.767
103.39,181.45,96.46,178.5,2.783
105.64,174.2,98.34,172.56,2.8
108.81,166.95,100.4,166.73,2.817
112.17,158.29,102.68,160.95,2.833
116.02,149.63,105.14,155.28,2.85
118.3,143.46,107.82,149.66,2.867
121.61,135.39,110.69,144.14,2.884
123.81,128.79,113.75,138.73,2.9
126.44,122.19,116.99,133.46,2.917
129.15,114.94,120.42,128.27,2.933
130.79,109.47,124.03,123.21,2.95
132.77,104.7,127.79,118.3,2.967
134.19,101.49,131.75,113.5,2.984
135.61,98.7,135.87,108.84,3.0
137.14,94.95,140.1,104.38,3.017
140.13,88.94,144.56,99.99,3.033
145.59,81.02,149.12,95.82,3.05
150.76,74.83,153.85,91.78,3.067
155.59,69.98,158.69,87.93,3.083
158.91,67.77,163.72,84.2,3.1
161.21,66.77,168.82,80.7,3.117
162.04,66.48,174.06,77.36,3.133
162.81,66.48,179.42,74.2,3.151
164.68,66.16,184.85,71.25,3.167
167.41,65.13,190.42,68.47,3.183
172.17,63.14,196.05,65.91,3.2
178.11,61.02,201.83,63.51,3.217
184.71,58.38,207.62,61.35,3.233
191.3,55.29,213.52,59.37,3.25
198.54,53.02,219.48,57.61,3.267
205.79,51.21,225.47,56.06,3.283
214.43,49.76,231.54,54.71,3.3
223.84,48.77,237.62,53.59,3.317
233.25,48.28,243.59,52.69,3.333
242.65,48.28,249.96,51.96,3.35
253.63,48.28,256.12,51.48,3.367
266.3,48.28,262.33,51.2,3.383
278.1,48.82,268.55,51.15,3.4
289.08,50.9,274.77,51.31,3.417
298.48,53.87,280.94,51.69,3.433
307.13,56.75,287.1,52.28,3.45
318.0,61.27,293.27,53.09,3.467
325.24,64.43,299.4,54.12,3.483
330.7,66.98,305.46,55.35,3.5
336.42,70.49,311.55,56.81,3.517
339.74,72.33,317.5,58.46,3.533
342.58,74.12,323.44,60.34,3.55
345.36,75.85,329.27,62.4,3.567
348.57,77.63,335.05,64.68,3.584
354.28,81.14,340.72,67.14,3.6
360.62,85.21,346.34,69.82,3.617
365.26,88.13,351.86,72.69,3.634
369.65,90.93,357.24,75.74,3.65
372.49,92.71,362.57,79.01,3.667
374.91,94.45,367.73,82.42,3.684
377.63,95.8,372.79,86.03,3.7
380.41,97.54,377.7,89.79,3.717
383.73,99.75,382.5,93.75,3.734
387.05,102.33,387.16,97.87,3.75
390.01,104.91,391.64,102.13,3.767
392.51,107.04,396.01,106.56,3.784
395.01,109.17,400.18,111.12,3.801
398.18,113.14,404.25,115.88,3.817
401.78,116.73,407.98,120.57,3.833
406.45,120.98,411.8,125.72,3.85
410.91,125.82,415.3,130.82,3.867
415.3,130.2,418.64,136.06,3.883
417.57,133.55,421.78,141.39,3.9
421.53,139.27,424.77,146.89,3.917
423.56,144.62,427.53,152.42,3.933
426.19,151.21,430.11,158.08,3.95
428.99,159.16,432.49,163.83,3.967
432.04,169.32,434.65,169.62,3.983
436.85,187.02,436.61,175.48,4.001
439.05,199.68,438.38,181.45,4.017
440.73,213.22,439.94,187.47,4.033
441.27,224.2,441.28,193.51,4.05
441.27,234.37,442.41,199.62,4.067
441.27,243.77,443.33,205.77,4.084
441.27,251.72,444.04,211.96,4.1
440.82,259.66,444.52,218.12,4.117
439.51,266.26,444.79,224.33,4.134
437.7,273.5,444.85,230.55,4.15
436.56,277.24,444.69,236.77,4.167
435.02,281.46,444.31,242.94,4.183
433.09,285.69,443.71,249.14,4.2
430.87,288.64,442.91,255.27,4.217
429.95,290.15,441.88,261.4,4.233
429.43,290.66,440.64,267.5,4.25
428.9,291.18,439.2,273.51,4.267
428.9,291.44,437.54,279.5,4.283
428.9,291.44,435.68,285.4,4.299
428.9,291.44,433.59,291.3,4.316
428.66,291.44,431.32,297.05,4.333
428.66,291.94,428.84,302.76,4.351
428.4,292.45,426.18,308.34,4.367
427.85,293.28,423.31,313.86,4.384
426.93,294.79,420.25,319.27,4.4
425.48,298.0,417.01,324.54,4.417
423.97,301.31,413.58,329.73,4.433
421.5,306.66,409.99,334.76,4.45
417.43,313.0,406.18,339.73,4.467
412.61,320.69,402.23,344.53,4.483
406.67,328.12,398.13,349.16,4.5
399.94,334.36,393.87,353.64,4.517
385.59,343.88,389.44,358.01,4.534
380.22,346.55,384.88,362.18,4.55
369.89,351.47,380.15,366.22,4.567
363.1,355.09,375.28,370.1,4.583
358.33,357.46,370.31,373.78,4.6
352.32,360.46,365.15,377.32,4.617
346.8,363.43,359.94,380.64,4.633
340.84,365.98,354.58,383.8,4.65
336.02,367.62,349.14,386.75,4.667
330.66,369.68,343.58,389.53,4.683
327.45,370.76,337.95,392.09,4.702
324.66,371.81,332.17,394.49,4.717
320.91,373.29,326.38,396.65,4.734
316.68,375.21,320.52,398.61,4.75
309.43,378.38,314.55,400.38,4.767
300.77,382.22,308.53,401.94,4.784
292.11,386.06,302.46,403.29,4.8
284.86,389.68,296.38,404.41,4.817
279.87,392.17,290.23,405.33,4.834
271.81,395.47,284.04,406.04,4.85
265.86,397.59,277.88,406.52,4.867
258.61,399.4,271.67,406.8,4.884
249.95,401.32,265.45,406.85,4.9
241.29,403.24,259.26,406.69,4.917
232.64,404.2,253.06,406.31,4.933
224.89,404.57,246.86,405.71,4.95
216.93,404.57,240.7,404.9,4.967
207.18,404.14,234.6,403.88,4.984
