mouseX,mouseY,flowerX,flowerY,time_s
127.26,106.3,140.01,104.57,0.0
127.26,106.3,148.86,96.24,0.016
127.26,106.3,158.23,88.59,0.033
127.26,106.3,168.16,81.57,0.05
127.26,106.3,178.49,75.3,0.067
127.26,106.3,189.3,69.73,0.084
127.26,106.3,200.48,64.92,0.1
127.26,106.3,211.96,60.92,0.116
127.26,106.3,223.63,57.74,0.133
127.26,106.3,235.48,55.37,0.15
127.26,106.3,247.55,53.84,0.166
127.26,106.3,259.69,53.14,0.183
127.26,105.84,271.85,53.3,0.201
129.87,102.82,283.97,54.31,0.217
136.98,94.68,295.92,56.15,0.234
147.08,82.77,307.71,58.82,0.25
161.03,69.43,319.43,62.34,0.267
172.43,60.17,330.73,66.62,0.284
188.63,49.14,341.78,71.72,0.3
202.84,42.63,352.44,77.57,0.317
215.51,39.35,362.61,84.11,0.334
234.03,38.67,372.35,91.38,0.35
251.4,38.67,381.51,99.27,0.367
271.94,41.34,390.15,107.84,0.383
295.89,46.97,398.17,116.98,0.4
317.54,53.05,405.49,126.6,0.417
332.93,58.97,412.16,136.77,0.434
350.07,67.2,418.07,147.32,0.45
363.15,76.11,423.26,158.32,0.467
375.91,88.75,427.67,169.65,0.484
381.52,95.87,431.28,181.27,0.5
387.93,105.55,434.06,193.1,0.517
398.64,118.02,436.0,205.04,0.534
415.89,136.05,437.12,217.15,0.55
431.05,151.78,437.38,229.23,0.567
445.0,167.68,436.8,241.38,0.584
452.79,179.69,435.37,253.46,0.6
455.32,192.7,433.1,265.41,0.617
455.32,208.1,430.02,277.1,0.634
446.33,229.51,426.12,288.62,0.65
438.37,245.02,421.44,299.77,0.667
429.92,261.92,415.97,310.63,0.683
417.34,285.41,409.75,321.08,0.7
405.38,306.4,402.86,331.01,0.717
395.01,323.25,395.25,340.5,0.734
382.77,341.54,386.94,349.48,0.75
367.89,357.77,378.14,357.76,0.767
355.53,366.79,368.77,365.41,0.784
331.09,379.01,358.9,372.39,0.8
315.46,381.49,348.51,378.7,0.817
298.09,382.11,337.69,384.28,0.833
288.34,382.11,326.52,389.08,0.85
275.32,378.32,315.04,393.08,0.867
267.37,375.06,303.37,396.26,0.884
254.89,368.29,291.73,398.59,0.9
239.71,361.01,279.45,400.16,0.917
222.57,352.13,267.31,400.86,0.934
