mouseX,mouseY,flowerX,flowerY,time_s
384.68,105.41,370.47,86.78,2.5
383.53,104.55,368.08,85.07,2.517
381.22,103.23,365.67,83.41,2.534
378.82,101.52,363.23,81.78,2.551
375.98,99.73,360.76,80.2,2.567
373.47,97.59,358.27,78.66,2.584
369.55,95.21,355.74,77.15,2.601
366.7,93.41,353.2,75.7,2.617
362.3,90.18,350.63,74.28,2.634
359.43,88.04,348.05,72.91,2.651
356.1,85.82,345.43,71.58,2.667
353.68,84.09,342.79,70.29,2.684
350.34,81.75,340.15,69.06,2.701
348.46,80.49,337.47,67.86,2.717
346.04,78.75,334.77,66.7,2.735
344.2,78.01,332.21,65.66,2.75
338.48,75.36,329.47,64.59,2.767
335.7,74.3,326.57,63.52,2.784
332.48,72.88,323.8,62.55,2.801
329.75,71.51,321.03,61.63,2.817
326.9,69.72,318.39,60.8,2.833
324.05,67.93,315.58,59.97,2.85
320.84,66.5,312.6,59.14,2.867
317.14,64.65,309.77,58.4,2.884
313.45,63.16,306.91,57.71,2.9
310.71,62.14,304.05,57.07,2.917
308.86,61.77,301.33,56.51,2.933
305.61,60.45,298.3,55.93,2.95
304.25,60.11,295.57,55.46,2.967
301.0,59.47,292.51,54.98,2.984
298.69,58.81,289.61,54.58,3.001
295.95,58.47,286.7,54.23,3.017
293.22,57.78,283.78,53.93,3.034
290.48,57.44,280.87,53.67,3.051
287.27,57.09,277.96,53.47,3.067
284.54,57.09,275.01,53.31,3.084
281.32,57.09,272.09,53.2,3.101
276.5,57.09,269.15,53.14,3.117
272.27,57.09,266.37,53.12,3.133
268.52,57.09,263.3,53.16,3.151
264.29,57.09,260.36,53.25,3.167
261.07,57.09,257.43,53.38,3.184
258.34,57.09,254.51,53.57,3.201
255.6,57.77,251.58,53.8,3.217
253.29,58.43,248.66,54.08,3.234
248.71,59.47,245.74,54.41,3.251
246.86,59.84,243.0,54.77,3.266
241.32,60.94,239.94,55.22,3.284
235.85,61.76,237.04,55.69,3.3
232.63,62.46,234.17,56.21,3.317
228.94,63.2,231.31,56.78,3.334
225.24,63.57,228.44,57.4,3.35
223.88,63.91,225.68,58.05,3.366
220.63,64.53,222.73,58.79,3.385
218.74,64.84,219.89,59.55,3.4
216.43,65.5,217.09,60.36,3.417
213.7,66.18,214.28,61.21,3.434
210.96,67.2,211.5,62.11,3.451
207.75,68.61,208.72,63.06,3.467
205.44,69.92,205.96,64.06,3.484
202.71,71.28,203.23,65.09,3.5
199.86,73.06,200.48,66.19,3.517
197.01,74.85,197.79,67.31,3.534
194.28,76.21,195.1,68.49,3.55
191.97,77.51,192.44,69.71,3.567
190.09,78.76,189.81,70.97,3.584
187.78,80.07,187.18,72.28,3.601
185.36,81.8,184.58,73.63,3.617
182.93,83.53,181.99,75.03,3.634
181.05,84.78,179.45,76.46,3.651
178.54,86.91,176.91,77.95,3.667
176.57,88.55,174.4,79.47,3.684
173.61,90.77,171.92,81.04,3.7
171.11,92.89,169.48,82.64,3.717
168.6,95.02,167.05,84.29,3.734
166.2,96.73,164.79,85.87,3.749
164.32,97.98,162.41,87.6,3.766
162.44,99.23,159.95,89.45,3.783
160.35,100.71,157.64,91.26,3.8
158.83,101.9,155.35,93.11,3.817
156.86,103.55,153.11,94.98,3.834
155.21,105.51,150.88,96.91,3.85
154.18,106.54,148.7,98.86,3.867
150.93,110.51,146.54,100.85,3.884
149.28,112.47,144.55,102.76,3.9
147.62,114.43,142.34,104.93,3.917
146.7,115.94,140.29,107.03,3.934
145.55,117.08,138.39,109.03,3.95
145.03,117.6,136.3,111.32,3.967
144.77,117.86,134.35,113.51,3.983
144.52,117.86,134.56,113.28,4.0
144.28,117.86,136.51,111.08,4.017
144.28,117.86,138.5,108.92,4.033
144.28,117.86,140.51,106.8,4.05
144.28,117.86,142.57,104.71,4.067
144.28,117.86,144.65,102.66,4.083
144.28,117.86,146.66,100.74,4.099
144.04,117.86,148.93,98.64,4.117
144.04,117.86,151.11,96.7,4.133
144.04,117.86,153.35,94.77,4.151
143.8,117.86,155.6,92.9,4.17
143.8,117.86,157.89,91.06,4.183
143.8,117.86,160.2,89.26,4.201
143.8,117.86,162.54,87.51,4.217
143.8,117.62,164.92,85.78,4.235
143.8,116.11,167.31,84.11,4.251
143.8,113.8,169.74,82.46,4.267
146.69,108.86,172.19,80.87,4.284
151.7,102.95,174.69,79.3,4.3
158.42,96.69,177.1,77.84,4.317
163.63,92.21,179.72,76.31,4.334
168.72,88.39,182.13,74.96,4.349
174.22,84.46,184.87,73.48,4.368
176.1,83.21,187.46,72.14,4.384
177.24,82.34,190.08,70.84,4.401
178.75,81.43,192.73,69.57,4.417
180.62,80.17,195.4,68.36,4.434
183.04,78.06,198.1,67.18,4.451
186.52,75.3,200.79,66.06,4.467
190.17,71.96,203.52,64.98,4.484
193.13,69.37,206.25,63.95,4.501
195.99,67.23,209.02,62.96,4.517
198.29,65.92,211.8,62.01,4.534
199.8,65.03,214.43,61.17,4.55
201.68,64.08,217.39,60.27,4.567
204.88,62.29,220.21,59.46,4.584
209.11,60.75,223.03,58.71,4.6
213.86,58.76,225.88,58.0,4.617
218.2,57.14,228.59,57.37,4.633
222.96,55.55,231.62,56.72,4.65
227.77,54.32,234.48,56.16,4.667
232.0,53.16,237.37,55.64,4.684
235.68,52.41,240.25,55.17,4.701
239.37,51.67,243.16,54.75,4.717
244.19,50.45,246.07,54.37,4.734
248.95,48.86,248.98,54.05,4.75
252.69,48.11,251.9,53.77,4.767
257.45,46.92,254.79,53.55,4.784
261.13,46.55,257.76,53.37,4.801
264.34,45.83,260.68,53.24,4.818
266.21,45.83,263.61,53.16,4.835
267.72,45.83,266.53,53.12,4.851
268.86,45.83,269.47,53.14,4.868
270.57,45.83,272.41,53.21,4.884
272.08,45.83,275.32,53.32,4.9
274.38,45.83,278.26,53.48,4.917
277.16,45.83,281.18,53.7,4.934
281.39,46.59,284.09,53.96,4.95
284.59,47.3,287.01,54.27,4.967
288.82,48.83,289.93,54.62,4.984
