mouseX,mouseY,flowerX,flowerY,time_s
136.39,111.81,139.95,104.62,0.0
136.39,111.81,148.81,96.28,0.017
136.39,111.81,158.17,88.63,0.034
136.39,111.81,167.61,81.93,0.05
136.39,111.81,178.56,75.26,0.067
136.39,111.81,189.24,69.76,0.084
136.39,111.81,200.41,64.95,0.1
136.39,111.81,211.89,60.94,0.117
136.62,111.81,223.63,57.74,0.135
150.09,105.75,235.48,55.37,0.151
159.75,101.68,247.55,53.84,0.168
174.22,95.02,259.62,53.15,0.184
199.35,84.64,271.2,53.27,0.2
217.5,76.21,283.9,54.3,0.218
237.79,66.74,295.85,56.14,0.235
259.63,56.17,307.71,58.82,0.251
283.82,44.39,319.29,62.29,0.268
295.09,40.16,330.4,66.48,0.283
318.58,34.68,341.71,71.68,0.302
334.96,34.68,352.38,77.53,0.318
350.36,34.68,362.55,84.07,0.334
369.45,41.05,372.3,91.34,0.351
394.5,55.4,381.46,99.23,0.387
401.01,60.14,390.1,107.78,0.39
406.65,64.65,398.12,116.92,0.401
416.02,74.02,405.45,126.54,0.418
423.33,82.91,412.12,136.71,0.434
427.79,91.81,418.07,147.32,0.451
431.35,101.97,423.26,158.32,0.468
434.42,116.02,427.67,169.65,0.484
437.77,136.68,431.26,181.2,0.501
440.3,155.09,434.05,193.03,0.518
443.73,177.88,436.0,204.96,0.535
448.04,203.05,437.11,217.08,0.551
449.28,220.92,437.38,229.16,0.568
450.52,238.34,436.81,241.31,0.585
450.52,251.04,435.38,253.39,0.601
450.17,256.73,433.13,265.27,0.618
445.84,265.66,430.02,277.1,0.634
442.54,270.2,426.14,288.55,0.651
440.16,274.95,421.44,299.77,0.668
437.69,280.3,415.97,310.63,0.685
434.89,288.25,409.79,321.02,0.701
431.83,298.41,402.86,331.01,0.718
427.65,309.39,395.3,340.45,0.735
422.82,320.66,387.05,349.38,0.751
413.79,337.43,378.24,357.67,0.768
407.38,347.11,368.77,365.41,0.784
398.35,358.39,358.84,372.43,0.801
387.62,367.42,348.51,378.7,0.818
372.5,376.78,337.76,384.24,0.835
362.98,379.29,326.52,389.08,0.851
349.43,382.11,315.11,393.06,0.868
335.89,384.36,303.45,396.25,0.885
317.14,386.89,292.09,398.53,0.9
305.81,388.38,279.67,400.14,0.918
296.06,388.94,267.38,400.85,0.935
284.99,388.94,255.22,400.7,0.951
275.46,388.94,243.1,399.7,0.968
268.21,387.58,231.08,397.85,0.985
260.96,385.32,219.29,395.18,1.001
253.71,383.05,207.64,391.68,1.018
245.76,380.7,196.6,387.52,1.034
237.8,379.28,185.29,382.32,1.051
227.63,377.75,174.87,376.62,1.068
212.0,376.03,164.45,369.93,1.085
194.63,374.16,154.7,362.66,1.101
179.82,370.69,145.49,354.73,1.118
162.44,366.34,136.9,346.22,1.135
149.74,362.25,128.88,337.08,1.151
137.83,356.82,121.55,327.46,1.168
132.31,353.13,114.84,317.23,1.185
127.3,347.64,108.93,306.68,1.201
119.96,335.79,103.74,295.68,1.218
115.07,324.35,99.33,284.35,1.234
109.14,309.54,95.74,272.8,1.251
104.17,297.42,92.95,260.97,1.268
99.98,286.43,90.99,248.96,1.285
96.02,277.02,89.89,236.92,1.301
92.46,266.85,89.62,224.77,1.318
90.39,255.86,90.2,212.62,1.335
89.88,244.0,91.62,200.61,1.351
89.88,232.2,93.88,188.66,1.368
89.88,224.73,96.95,176.97,1.384
90.45,213.63,100.86,165.45,1.401
91.38,205.67,105.53,154.3,1.418
92.3,197.72,111.0,143.44,1.434
92.3,189.77,117.21,132.98,1.451
92.3,182.52,124.1,123.04,1.468
92.3,174.77,131.7,113.56,1.485
92.3,166.05,139.95,104.62,1.501
93.32,155.82,148.81,96.28,1.519
96.08,143.15,158.17,88.63,1.535
100.65,130.14,168.1,81.61,1.551
107.61,117.41,178.49,75.3,1.568
115.88,106.93,189.3,69.72,1.585
127.36,96.61,200.48,64.92,1.601
139.52,87.91,211.89,60.94,1.618
151.67,79.25,223.63,57.74,1.634
167.18,66.98,235.48,55.37,1.651
177.79,59.75,247.55,53.84,1.668
192.39,49.87,259.62,53.15,1.685
206.27,44.65,271.78,53.3,1.7
228.44,41.77,283.9,54.3,1.718
242.91,41.77,295.85,56.14,1.734
256.5,42.3,307.71,58.82,1.751
268.3,45.51,319.36,62.32,1.768
277.45,48.95,330.66,66.6,1.785
285.39,52.68,341.78,71.72,1.801
294.04,58.27,352.38,77.53,1.818
303.43,65.08,362.61,84.11,1.835
312.83,71.88,372.3,91.34,1.851
321.72,78.69,381.51,99.27,1.868
330.87,84.79,390.1,107.78,1.884
343.47,94.38,398.12,116.92,1.901
353.18,101.94,405.45,126.54,1.918
366.4,113.44,412.12,136.71,1.935
377.4,123.28,418.07,147.32,1.951
387.39,132.17,423.23,158.25,1.968
396.54,140.24,427.67,169.65,1.985
405.43,147.04,431.26,181.2,2.001
418.17,158.57,434.05,193.03,2.018
430.92,170.11,436.0,204.96,2.035
440.48,179.67,437.11,217.08,2.051
450.32,191.23,437.38,229.16,2.068
456.87,200.66,436.8,241.38,2.084
460.77,208.86,435.38,253.39,2.101
463.08,216.8,433.12,265.34,2.118
