mouseX,mouseY,flowerX,flowerY,time_s
137.08,109.58,135.82,108.94,0.0
137.08,109.58,140.01,104.57,0.017
137.08,109.58,144.36,100.33,0.033
137.08,109.58,148.84,96.26,0.05
137.08,109.58,153.51,92.31,0.067
137.08,109.58,158.23,88.59,0.083
137.08,109.58,163.13,84.99,0.1
137.08,109.58,168.16,81.57,0.117
138.71,108.95,173.3,78.32,0.134
142.03,106.36,178.53,75.28,0.151
146.22,102.53,183.88,72.4,0.168
151.31,97.94,189.34,69.71,0.185
155.42,94.23,194.85,67.23,0.201
159.89,88.87,200.48,64.92,0.217
163.85,83.15,206.15,62.83,0.234
173.13,74.93,211.93,60.93,0.251
181.94,69.16,217.77,59.22,0.267
195.85,63.41,223.66,57.73,0.284
209.39,59.45,229.57,56.44,0.301
222.05,57.22,235.23,55.42,0.317
233.04,56.17,241.54,54.5,0.334
241.68,56.17,247.58,53.83,0.351
248.61,56.17,253.68,53.38,0.368
252.83,56.17,259.73,53.14,0.384
260.13,56.59,265.81,53.12,0.401
265.48,57.41,271.85,53.3,0.417
271.65,58.25,277.92,53.7,0.434
277.59,59.1,283.61,54.27,0.45
285.55,60.31,289.96,55.13,0.468
289.29,61.04,295.92,56.15,0.484
291.14,61.78,301.55,57.32,0.5
297.2,64.02,307.78,58.83,0.518
299.93,65.38,313.63,60.49,0.534
303.25,67.59,319.43,62.34,0.551
306.2,70.17,325.12,64.38,0.568
310.23,73.77,330.77,66.64,0.584
315.38,77.62,336.3,69.07,0.601
321.29,82.62,341.78,71.72,0.618
328.72,88.55,347.16,74.55,0.634
335.45,94.32,352.44,77.57,0.651
339.64,98.14,357.58,80.75,0.667
343.77,101.82,362.64,84.13,0.684
347.23,104.52,367.54,87.66,0.701
351.47,108.76,372.35,91.38,0.717
356.31,113.59,377.03,95.27,0.734
363.96,121.25,381.54,99.3,0.751
371.81,129.6,385.93,103.51,0.767
376.28,134.95,390.2,107.89,0.784
379.98,139.48,394.24,112.34,0.801
382.2,143.17,398.19,117.01,0.818
383.24,146.38,401.93,121.76,0.834
384.29,149.58,405.51,126.63,0.851
