mouseX,mouseY,flowerX,flowerY,time_s
136.0,104.15,141.83,105.45,0.0
136.0,104.15,150.77,97.0,0.017
136.0,104.15,160.34,89.16,0.034
136.0,104.15,170.25,82.12,0.05
136.0,104.15,180.75,75.72,0.067
137.16,103.45,191.61,70.1,0.085
144.91,99.57,202.9,65.22,0.101
154.31,96.09,214.51,61.14,0.117
167.91,92.11,226.3,57.9,0.134
179.0,90.5,238.36,55.47,0.151
198.51,85.93,250.48,53.9,0.167
209.83,83.7,262.83,53.17,0.184
232.96,79.55,274.47,53.28,0.2
250.33,75.82,287.32,54.3,0.217
270.88,71.82,299.48,56.15,0.234
291.42,68.49,311.27,58.79,0.25
315.09,65.78,323.2,62.34,0.267
329.14,64.0,334.64,66.65,0.284
353.22,62.76,345.82,71.78,0.301
365.02,62.76,356.56,77.63,0.318
375.18,63.77,366.98,84.3,0.334
382.65,67.98,376.79,91.6,0.351
386.84,72.18,386.13,99.61,0.367
392.1,78.79,394.88,108.25,0.384
395.18,84.93,402.96,117.43,0.4
399.5,95.66,410.42,127.21,0.417
403.55,110.13,417.15,137.42,0.434
410.03,129.57,423.18,148.13,0.45
415.78,145.92,428.42,159.18,0.467
424.6,170.95,432.93,170.7,0.485
427.73,182.27,436.58,182.37,0.501
431.28,197.66,439.43,194.34,0.517
432.38,210.33,441.43,206.48,0.534
432.91,221.31,442.57,218.65,0.55
432.91,230.72,442.87,230.95,0.568
431.55,237.96,442.31,243.16,0.584
428.84,245.2,440.89,255.38,0.601
425.21,251.99,438.62,267.47,0.617
421.47,259.94,435.51,279.37,0.634
417.0,268.84,431.6,290.96,0.651
411.41,277.98,426.87,302.31,0.667
405.81,287.13,421.39,313.24,0.684
399.7,295.27,415.12,323.83,0.701
393.93,301.99,408.18,333.89,0.717
388.66,306.83,400.45,343.56,0.734
383.81,312.09,392.17,352.55,0.751
377.89,317.09,383.23,361.0,0.767
370.46,323.03,373.72,368.8,0.784
360.36,331.68,363.75,375.88,0.801
354.27,337.27,353.25,382.28,0.818
349.0,342.11,342.32,387.93,0.835
343.08,347.11,331.1,392.78,0.85
335.64,353.55,319.56,396.84,0.867
326.24,360.36,307.7,400.1,0.884
315.77,368.06,295.57,402.54,0.901
305.54,375.06,283.52,404.1,0.917
296.39,381.16,271.24,404.83,0.934
289.18,386.45,258.94,404.69,0.951
281.96,391.73,246.68,403.7,0.967
273.31,397.32,234.59,401.86,0.984
261.62,402.39,222.59,399.18,1.001
247.85,407.36,210.8,395.66,1.017
233.37,410.25,199.29,391.32,1.034
219.82,410.82,188.18,386.22,1.051
208.02,410.82,177.44,380.37,1.068
202.93,409.8,167.08,373.74,1.083
190.66,402.39,157.21,366.4,1.101
182.52,395.26,147.87,358.39,1.117
174.86,387.6,139.12,349.75,1.134
167.42,380.67,131.04,340.57,1.151
160.3,372.53,123.58,330.79,1.167
149.97,359.18,116.85,320.58,1.184
137.65,343.62,110.82,309.87,1.2
127.13,330.0,105.55,298.75,1.217
115.05,315.39,101.09,287.36,1.234
109.17,308.43,97.4,275.55,1.25
102.16,298.74,94.57,263.66,1.267
98.43,291.24,92.57,251.52,1.284
92.61,277.36,91.43,239.35,1.3
87.58,264.34,91.13,227.05,1.317
81.06,250.13,91.7,214.76,1.334
75.84,236.24,93.11,202.62,1.35
70.68,217.71,95.38,190.53,1.367
69.44,186.22,98.47,178.7,1.384
69.44,168.34,102.4,167.04,1.4
71.86,150.91,106.86,156.29,1.416
74.73,142.03,112.61,144.76,1.434
77.08,134.08,118.92,134.11,1.45
80.92,125.37,125.87,124.05,1.467
87.09,112.89,133.55,114.44,1.484
96.64,96.39,141.83,105.45,1.5
105.44,84.2,150.72,97.05,1.517
111.64,77.37,160.28,89.2,1.536
124.6,65.23,170.25,82.12,1.551
131.8,59.93,180.75,75.72,1.568
140.0,55.52,191.61,70.1,1.584
