mouseX,mouseY,flowerX,flowerY,time_s
139.88,103.0,137.56,109.93,0.0
139.88,103.0,146.2,101.17,0.017
139.88,103.0,155.37,93.09,0.034
139.88,103.0,165.15,85.62,0.05
140.34,102.53,175.42,78.85,0.068
146.57,98.93,186.13,72.82,0.084
156.25,94.32,197.18,67.58,0.101
171.05,87.8,208.01,63.31,0.117
182.71,83.85,219.74,59.59,0.133
196.25,79.33,232.27,56.59,0.151
207.23,76.7,244.41,54.58,0.167
215.93,74.27,256.43,53.44,0.183
236.8,66.16,268.88,53.13,0.201
258.22,57.2,281.16,53.69,0.217
282.65,49.27,293.31,55.1,0.234
309.02,42.68,305.18,57.32,0.25
323.07,40.89,317.3,60.47,0.268
337.65,39.03,328.96,64.4,0.284
347.88,39.03,340.31,69.13,0.301
354.04,39.03,351.11,74.54,0.317
362.1,40.3,361.76,80.84,0.334
367.19,44.13,371.89,87.82,0.351
371.43,49.22,381.56,95.55,0.368
375.36,54.93,390.55,103.83,0.384
379.57,61.95,398.51,112.22,0.4
385.64,73.38,406.75,122.22,0.418
393.36,87.64,413.88,132.25,0.434
403.96,105.54,420.28,142.75,0.451
417.62,127.82,425.9,153.61,0.467
432.07,153.68,430.78,164.9,0.484
440.95,171.7,434.84,176.44,0.501
447.29,190.1,438.1,188.3,0.517
448.8,199.25,440.53,200.36,0.534
449.88,211.1,442.11,212.56,0.551
449.88,217.7,442.83,224.76,0.568
449.88,224.29,442.69,237.06,0.584
449.42,231.53,441.71,249.25,0.601
447.89,241.7,439.88,261.34,0.618
444.67,253.49,437.18,273.41,0.634
440.83,266.16,433.68,285.13,0.651
433.89,279.47,429.35,296.64,0.668
426.18,289.94,424.26,307.76,0.684
419.25,297.37,418.37,318.56,0.701
408.16,305.08,411.78,328.86,0.718
400.68,309.29,404.4,338.79,0.734
392.99,314.1,396.39,348.13,0.752
383.58,320.9,387.75,356.88,0.768
374.93,327.51,379.14,364.49,0.784
365.02,335.78,368.85,372.38,0.801
356.38,342.39,358.58,379.15,0.818
346.97,349.19,347.87,385.18,0.834
338.83,355.29,337.43,390.16,0.851
335.66,357.55,325.85,394.74,0.866
325.95,364.96,313.7,398.56,0.884
322.58,367.84,301.66,401.43,0.901
312.79,375.28,290.25,403.33,0.917
303.38,382.08,277.35,404.57,0.934
292.37,389.25,265.12,404.87,0.951
281.63,395.68,252.84,404.31,0.968
270.9,401.04,240.62,402.89,0.984
260.73,404.59,228.6,400.63,1.001
251.31,407.05,216.7,397.53,1.018
241.14,408.06,205.04,393.6,1.034
228.13,408.68,194.36,389.17,1.05
217.14,408.68,182.76,383.39,1.067
206.15,407.15,172.24,377.16,1.084
197.24,403.16,162.64,370.57,1.1
184.09,394.3,152.5,362.5,1.118
171.69,381.9,143.97,354.69,1.133
162.54,371.0,135.49,345.78,1.15
151.88,359.15,127.25,335.78,1.168
142.84,348.42,120.49,326.3,1.183
131.56,334.54,114.05,315.82,1.2
123.07,319.96,108.1,304.39,1.218
112.02,299.91,103.25,293.17,1.235
99.86,274.2,99.16,281.56,1.251
95.32,265.12,96.05,270.35,1.266
86.79,249.61,93.48,257.72,1.284
83.62,242.36,91.9,245.52,1.301
80.73,234.3,91.19,233.9,1.317
79.83,227.05,91.31,220.94,1.335
78.38,218.39,92.29,208.75,1.351
77.25,204.62,94.14,196.59,1.368
75.41,188.23,96.82,184.59,1.384
74.76,172.6,100.32,172.87,1.401
74.76,156.21,104.65,161.36,1.417
74.76,141.73,109.78,150.18,1.434
78.37,131.25,115.63,139.44,1.451
81.18,127.22,122.26,129.08,1.469
83.79,124.21,129.55,119.27,1.484
85.72,122.95,137.56,109.93,1.501
87.23,122.03,146.2,101.17,1.517
88.82,120.71,155.43,93.04,1.535
93.57,114.09,165.21,85.58,1.551
102.65,103.34,175.35,78.89,1.567
112.22,93.14,186.07,72.85,1.584
124.63,80.73,197.18,67.57,1.601
134.55,71.92,208.64,63.09,1.618
142.32,65.48,220.37,59.42,1.634
148.66,61.4,232.34,56.57,1.651
155.44,58.23,243.75,54.67,1.667
167.46,55.49,256.73,53.42,1.684
181.91,53.68,268.88,53.13,1.701
199.27,51.82,281.16,53.69,1.718
222.07,50.43,293.31,55.1,1.734
246.02,49.72,305.4,57.37,1.751
262.74,49.72,317.3,60.47,1.768
291.97,49.72,328.96,64.4,1.785
313.84,53.38,340.24,69.1,1.801
329.6,60.68,351.24,74.61,1.817
343.14,69.14,361.83,80.88,1.834
357.4,79.69,371.89,87.82,1.851
364.6,86.32,381.5,95.5,1.868
374.61,96.81,390.55,103.83,1.884
380.86,103.54,398.95,112.72,1.901
389.66,113.47,406.75,122.22,1.917
402.41,125.0,413.88,132.25,1.934
417.96,140.55,420.28,142.75,1.951
428.45,151.67,425.9,153.61,1.968
435.73,161.04,430.78,164.9,1.984
442.93,172.13,434.84,176.44,2.001
446.29,180.78,438.1,188.3,2.018
449.79,195.25,440.52,200.28,2.034
453.56,211.55,442.1,212.48,2.051
455.71,223.57,442.83,224.76,2.068
456.83,237.17,442.7,236.99,2.084
456.83,248.15,441.71,249.25,2.101
456.32,258.31,439.86,261.41,2.118
452.14,269.29,437.2,273.34,2.135
447.28,280.58,433.66,285.2,2.151
441.4,294.35,429.35,296.64,2.167
432.04,313.68,424.22,307.82,2.184
422.31,329.24,418.33,318.62,2.201
415.3,338.93,411.74,328.92,2.218
406.04,351.08,404.4,338.79,2.234
398.53,360.73,396.44,348.07,2.251
390.45,369.88,387.8,356.83,2.268
377.84,380.11,378.57,364.96,2.284
368.46,385.3,368.85,372.38,2.301
356.88,391.36,358.58,379.15,2.318
341.56,397.46,347.87,385.18,2.335
331.39,400.51,336.82,390.42,2.351
320.4,403.13,325.36,394.91,2.368
303.68,406.9,313.63,398.58,2.384
287.29,409.32,301.66,401.43,2.401
275.25,410.39,289.59,403.42,2.417
266.54,411.35,277.35,404.57,2.434
258.59,412.28,265.12,404.87,2.451
250.53,412.7,252.84,404.31,2.468
243.93,413.13,240.62,402.89,2.485
