mouseX,mouseY,flowerX,flowerY,time_s
101.47,281.79,97.44,278.61,2.502
101.05,276.96,95.82,273.09,2.518
100.25,272.14,94.24,266.87,2.535
99.34,264.19,92.94,260.93,2.551
98.38,255.53,91.87,254.98,2.569
97.98,249.52,91.02,249.14,2.584
96.96,239.13,90.34,242.95,2.602
96.96,231.66,89.88,236.89,2.618
96.96,225.7,89.64,230.81,2.635
96.96,221.47,89.62,224.77,2.651
96.59,217.78,89.8,218.69,2.668
96.19,214.03,90.2,212.65,2.684
96.19,209.46,90.8,206.6,2.701
96.19,199.29,91.62,200.58,2.718
96.19,190.58,92.65,194.58,2.735
96.19,181.16,93.88,188.66,2.751
97.0,175.8,95.33,182.72,2.768
97.79,170.98,96.97,176.94,2.784
98.47,168.19,98.83,171.11,2.801
98.47,166.68,100.87,165.42,2.818
99.21,162.98,103.12,159.77,2.835
100.0,158.16,105.56,154.23,2.851
102.25,147.06,108.2,148.76,2.868
103.66,139.59,111.03,143.37,2.885
105.36,133.64,114.03,138.12,2.901
107.9,127.63,117.23,132.95,2.918
109.69,124.42,120.61,127.89,2.935
113.43,119.77,124.16,122.96,2.951
115.89,117.71,127.86,118.18,2.968
118.85,114.75,131.73,113.53,2.985
123.24,111.52,135.77,108.99,3.001
126.98,107.77,139.98,104.59,3.018
131.64,103.52,144.31,100.38,3.035
137.53,98.54,148.81,96.28,3.051
144.06,93.38,153.45,92.35,3.068
148.08,90.57,158.23,88.59,3.085
152.61,87.28,163.1,85.01,3.101
156.84,84.98,167.85,81.77,3.117
161.65,82.59,173.3,78.32,3.135
165.88,80.68,178.53,75.28,3.151
172.47,78.47,183.62,72.53,3.167
180.41,76.15,189.3,69.73,3.185
187.66,73.43,194.82,67.24,3.201
192.47,71.84,200.24,65.02,3.217
197.82,69.76,206.15,62.83,3.235
201.51,68.65,211.93,60.93,3.252
205.2,67.91,217.73,59.23,3.268
210.55,67.48,223.59,57.74,3.285
215.9,67.48,229.53,56.45,3.301
223.85,67.48,235.52,55.37,3.318
231.79,67.48,241.5,54.5,3.335
241.2,67.48,247.26,53.86,3.351
249.85,67.48,253.61,53.38,3.368
262.88,67.48,259.69,53.14,3.385
270.82,67.48,265.73,53.12,3.402
278.77,67.48,271.81,53.3,3.418
286.71,67.48,277.85,53.7,3.434
293.95,68.38,283.93,54.31,3.451
299.42,69.2,289.92,55.12,3.468
305.86,70.04,295.92,56.15,3.484
313.92,71.48,301.84,57.38,3.501
318.73,72.7,307.78,58.83,3.518
324.42,74.34,313.56,60.47,3.534
329.77,75.98,319.36,62.32,3.551
333.46,77.45,325.08,64.37,3.568
336.67,78.87,330.7,66.61,3.585
338.63,80.52,336.27,69.06,3.601
340.59,82.17,341.74,71.7,3.618
342.55,83.82,347.1,74.51,3.635
345.7,86.96,352.38,77.53,3.651
349.16,90.02,357.55,80.73,3.668
353.29,94.13,362.58,84.09,3.685
356.43,97.27,367.51,87.64,3.701
360.56,101.38,372.32,91.36,3.718
364.02,104.44,376.97,95.23,3.736
366.98,107.39,381.51,99.27,3.751
371.22,111.63,385.91,103.48,3.768
374.93,115.74,390.15,107.84,3.785
