mouseX,mouseY,flowerX,flowerY,time_s
99.64,286.45,97.43,278.57,2.501
98.28,279.2,95.72,272.73,2.517
97.03,273.84,94.24,266.87,2.534
96.21,268.48,92.95,260.93,2.55
95.33,261.88,91.86,254.91,2.567
94.98,258.66,91.0,248.96,2.584
94.61,255.45,90.33,242.92,2.601
94.24,251.75,89.88,236.85,2.617
93.53,247.17,89.64,230.81,2.634
93.18,242.83,89.62,224.69,2.651
92.76,238.0,89.8,218.65,2.667
92.76,234.79,90.2,212.62,2.684
92.76,228.78,90.81,206.53,2.701
92.76,225.03,91.63,200.54,2.717
92.76,221.82,92.65,194.58,2.734
93.1,219.08,93.9,188.59,2.751
93.86,214.85,95.34,182.72,2.768
94.7,208.9,96.99,176.87,2.784
95.6,201.65,98.83,171.11,2.801
97.01,194.18,100.88,165.38,2.818
98.39,187.25,103.14,159.73,2.834
100.57,180.64,105.59,154.17,2.851
102.77,174.04,108.22,148.72,2.867
105.06,167.87,111.05,143.34,2.884
106.68,163.52,114.05,138.09,2.901
108.26,158.76,117.25,132.92,2.918
110.81,153.49,120.61,127.89,2.935
113.41,147.48,124.16,122.96,2.952
116.3,142.55,127.88,118.15,2.967
119.8,136.82,131.77,113.47,2.984
123.88,130.48,135.8,108.96,3.0
128.12,125.38,140.01,104.57,3.017
134.2,119.77,144.34,100.35,3.034
138.22,116.54,148.86,96.24,3.051
142.75,112.82,153.48,92.33,3.067
145.7,110.61,158.26,88.57,3.084
147.66,108.95,163.13,84.99,3.101
148.8,107.8,168.16,81.57,3.117
150.22,105.38,173.3,78.32,3.134
153.45,101.77,178.56,75.26,3.151
158.12,97.52,183.88,72.4,3.167
165.2,92.9,189.31,69.73,3.184
169.73,89.61,194.85,67.23,3.201
172.03,88.3,200.48,64.92,3.217
173.54,87.09,206.19,62.82,3.234
174.36,86.8,211.96,60.92,3.251
175.19,86.25,217.77,59.22,3.267
176.7,85.34,223.66,57.73,3.284
180.02,83.12,229.6,56.44,3.301
186.61,80.03,235.55,55.36,3.317
196.84,75.95,241.57,54.49,3.334
209.5,72.65,247.58,53.83,3.351
222.17,70.45,253.65,53.38,3.367
235.71,69.88,259.69,53.14,3.384
249.25,69.88,265.77,53.12,3.401
261.92,69.88,271.85,53.3,3.417
273.71,69.88,277.92,53.7,3.434
286.38,69.88,283.93,54.31,3.451
297.36,70.92,289.96,55.13,3.467
312.17,75.18,295.95,56.16,3.484
321.04,78.05,301.87,57.39,3.501
332.3,82.88,307.78,58.83,3.518
339.51,86.66,313.63,60.49,3.534
346.52,90.88,319.43,62.34,3.551
350.54,94.05,325.12,64.38,3.568
353.5,96.26,330.77,66.64,3.584
354.69,97.77,336.3,69.07,3.601
355.55,98.91,341.78,71.72,3.617
356.69,100.05,347.16,74.55,3.634
358.42,102.83,352.41,77.55,3.651
360.46,104.88,357.58,80.75,3.668
363.19,108.45,362.58,84.09,3.684
366.89,112.98,367.54,87.66,3.701
371.54,117.71,372.35,91.38,3.718
376.38,122.55,377.03,95.27,3.734
379.44,125.64,381.54,99.3,3.751
383.41,128.81,385.93,103.51,3.767
386.5,131.87,390.17,107.86,3.784
389.45,134.82,394.26,112.36,3.801
391.58,137.32,398.17,116.98,3.817
393.73,139.88,401.93,121.76,3.834
397.33,143.9,405.51,126.63,3.851
400.67,147.55,408.93,131.66,3.867
404.38,151.66,412.18,136.8,3.884
407.61,155.26,415.24,142.06,3.901
412.78,161.87,418.1,147.38,3.917
416.85,168.21,420.79,152.84,3.934
420.46,175.45,423.29,158.38,3.951
424.2,183.39,425.58,163.98,3.967
427.67,192.8,427.61,169.48,3.983
431.14,202.21,429.58,175.46,4.001
436.38,214.9,431.28,181.27,4.017
440.89,228.44,432.77,187.16,4.034
444.84,241.98,434.06,193.07,4.051
447.46,252.96,435.14,199.05,4.067
448.5,263.94,436.0,205.04,4.084
448.5,273.35,436.67,211.12,4.1
448.5,283.51,437.12,217.15,4.117
448.02,292.16,437.36,223.23,4.134
446.37,297.63,437.38,229.31,4.151
445.17,302.38,437.2,235.35,4.167
443.69,306.13,436.8,241.42,4.184
442.27,309.33,436.19,247.43,4.201
440.9,312.06,435.37,253.5,4.217
439.11,314.9,434.34,259.45,4.234
437.74,317.63,433.1,265.41,4.251
435.34,321.38,431.67,271.28,4.267
434.03,323.68,430.02,277.1,4.284
433.09,325.55,428.17,282.89,4.301
431.77,327.85,426.12,288.62,4.318
430.52,329.73,423.86,294.27,4.334
429.57,331.6,421.41,299.83,4.351
428.31,333.48,418.78,305.28,4.367
426.26,335.52,415.95,310.66,4.384
422.01,339.77,412.95,315.91,4.4
417.47,343.05,409.75,321.08,4.417
411.75,346.98,406.37,326.14,4.434
408.28,349.67,402.82,331.07,4.45
401.15,354.42,399.12,335.85,4.467
394.8,358.95,395.23,340.53,4.484
383.85,365.49,391.2,345.04,4.501
375.31,369.98,386.99,349.43,4.517
364.86,375.23,382.64,353.67,4.534
