mouseX,mouseY,flowerX,flowerY,time_s
127.18,113.94,135.68,109.1,0.0
127.18,113.94,140.01,104.57,0.017
127.18,113.94,144.34,100.35,0.034
127.18,113.94,148.84,96.26,0.051
127.18,113.94,153.45,92.35,0.068
127.18,113.94,158.08,88.7,0.083
127.18,113.94,162.98,85.1,0.101
127.18,113.94,168.16,81.57,0.117
127.18,113.94,173.3,78.32,0.134
130.23,109.4,178.49,75.3,0.152
136.3,103.32,183.85,72.42,0.168
142.36,97.68,189.31,69.73,0.184
156.37,84.91,194.82,67.24,0.201
170.01,73.73,200.45,64.94,0.218
177.79,67.25,206.15,62.83,0.234
202.42,50.39,211.93,60.93,0.251
216.97,42.94,217.73,59.23,0.268
233.35,38.09,223.63,57.74,0.285
247.82,34.61,229.57,56.45,0.302
256.1,34.07,235.52,55.37,0.318
263.34,33.62,241.54,54.5,0.335
268.1,33.62,247.58,53.83,0.356
273.45,33.62,253.32,53.4,0.367
277.67,33.62,259.69,53.14,0.384
282.43,35.6,265.77,53.12,0.401
286.17,37.47,271.81,53.3,0.418
289.86,39.68,277.88,53.7,0.435
293.07,41.46,283.93,54.31,0.451
295.03,43.11,289.92,55.12,0.468
296.54,44.31,295.92,56.15,0.484
298.04,45.5,301.87,57.39,0.501
300.54,47.63,307.78,58.84,0.518
303.04,49.76,313.56,60.47,0.535
306.36,51.97,319.36,62.32,0.551
308.86,54.1,325.12,64.39,0.568
311.28,55.83,330.73,66.63,0.585
313.32,57.88,336.3,69.07,0.601
316.67,60.14,341.74,71.7,0.618
320.7,63.32,347.13,74.53,0.635
326.41,66.83,352.38,77.53,0.651
332.75,71.35,357.58,80.75,0.668
339.08,75.88,362.61,84.11,0.685
347.34,82.21,367.54,87.66,0.701
352.01,86.45,372.32,91.36,0.718
357.27,91.29,377.0,95.25,0.735
364.7,98.21,381.54,99.3,0.751
373.79,107.78,385.93,103.51,0.768
383.15,117.14,390.15,107.84,0.785
390.46,126.04,394.24,112.34,0.801
394.2,130.68,398.15,116.95,0.818
399.52,137.91,401.91,121.73,0.835
403.02,143.63,405.49,126.6,0.851
408.38,154.36,408.91,131.63,0.869
411.69,162.41,412.16,136.77,0.885
414.46,169.34,415.22,142.03,0.901
416.55,175.34,418.1,147.38,0.918
417.62,179.08,420.77,152.81,0.935
418.27,181.38,423.27,158.35,0.951
418.84,182.52,425.58,163.98,0.968
419.16,184.03,427.67,169.65,0.984
419.81,186.33,429.57,175.43,1.001
420.49,189.05,431.27,181.23,1.018
421.54,192.26,432.76,187.13,1.034
422.27,196.17,434.01,192.85,1.051
423.46,200.51,435.13,199.02,1.068
424.56,204.2,436.0,205.04,1.085
425.64,207.4,436.67,211.08,1.101
426.27,209.28,437.1,216.86,1.117
426.84,210.42,437.36,223.19,1.134
427.12,211.56,437.38,229.23,1.151
427.75,213.43,437.2,235.31,1.168
428.48,217.12,436.8,241.38,1.185
429.21,220.86,436.19,247.43,1.201
429.61,225.62,435.38,253.42,1.218
430.06,232.21,434.35,259.42,1.235
430.06,242.43,433.12,265.34,1.252
430.06,249.67,431.67,271.25,1.268
430.06,257.62,430.02,277.1,1.284
428.78,263.08,428.18,282.86,1.301
427.39,270.01,426.13,288.58,1.318
425.57,277.3,423.87,294.23,1.335
423.11,282.66,421.44,299.77,1.351
420.55,288.18,418.78,305.28,1.368
417.38,294.96,415.97,310.63,1.385
414.93,299.36,412.97,315.88,1.401
412.01,304.45,409.77,321.05,1.418
409.79,308.14,406.41,326.08,1.435
407.04,311.63,402.84,331.04,1.451
404.45,314.21,399.12,335.85,1.468
402.48,315.86,395.25,340.5,1.484
400.51,317.5,391.37,344.85,1.501
398.09,319.61,387.02,349.41,1.518
395.02,322.35,382.9,353.42,1.534
391.42,325.95,378.13,357.76,1.552
386.32,329.77,373.55,361.65,1.568
380.43,334.75,368.77,365.41,1.585
376.03,337.18,363.9,368.99,1.601
370.59,340.91,358.87,372.41,1.618
363.57,345.13,353.73,375.66,1.635
357.85,349.09,348.79,378.54,1.65
347.48,356.23,343.15,381.58,1.668
335.88,364.32,337.69,384.27,1.685
326.19,371.32,332.18,386.76,1.701
314.9,379.22,326.55,389.06,1.718
305.74,384.3,320.99,391.12,1.734
300.92,386.68,315.07,393.07,1.751
291.73,390.77,309.27,394.77,1.768
285.58,393.85,303.69,396.19,1.784
278.11,398.06,297.79,397.48,1.8
267.52,403.6,291.48,398.63,1.818
259.46,406.79,285.46,399.5,1.835
253.51,407.63,279.45,400.16,1.851
247.82,407.63,273.39,400.62,1.868
243.25,407.31,267.31,400.86,1.885
239.55,405.09,261.23,400.88,1.901
236.23,403.24,255.51,400.71,1.917
233.92,402.27,249.12,400.3,1.935
231.18,401.24,243.07,399.69,1.951
229.82,400.9,237.04,398.87,1.971
224.7,399.07,231.08,397.85,1.985
222.28,397.34,225.16,396.62,2.001
220.23,395.29,219.25,395.17,2.018
218.26,393.63,213.4,393.52,2.035
216.75,392.43,207.64,391.68,2.051
215.23,391.23,201.92,389.63,2.068
212.3,389.01,196.57,387.5,2.084
208.61,386.79,190.7,384.93,2.101
202.26,382.26,185.26,382.3,2.118
194.34,376.8,179.87,379.47,2.135
185.7,371.2,174.59,376.45,2.151
180.22,368.28,169.45,373.27,2.168
173.88,364.65,164.36,369.87,2.185
168.95,361.76,159.46,366.34,2.201
163.39,358.3,154.65,362.62,2.218
159.28,354.16,150.0,358.75,2.234
151.88,345.15,145.46,354.7,2.251
145.23,336.95,141.09,350.52,2.268
140.59,330.39,136.83,346.14,2.284
135.58,324.89,132.78,341.69,2.301
132.88,321.43,129.04,337.27,2.317
130.96,319.2,125.09,332.27,2.334
129.76,317.68,121.49,327.37,2.351
127.17,315.09,118.09,322.37,2.368
125.69,313.61,115.03,317.54,2.383
117.53,305.4,111.78,311.97,2.401
113.05,300.04,108.9,306.62,2.418
108.66,294.32,106.23,301.19,2.435
105.61,290.25,103.86,295.95,2.45
102.95,284.1,101.54,290.33,2.466
99.63,275.77,99.33,284.35,2.484
