timestamp, mouseX, mouseY, flowerX, flowerY
2025-09-22T12:46:58.949, 131.41, 110.19, 133.66, 111.32
2025-09-22T12:46:58.966, 131.41, 110.19, 135.60, 109.18
2025-09-22T12:46:58.982, 131.41, 110.19, 137.59, 107.06
2025-09-22T12:46:58.999, 131.41, 110.19, 139.61, 104.97
2025-09-22T12:46:59.016, 131.41, 110.19, 141.66, 102.92
2025-09-22T12:46:59.032, 131.41, 110.19, 143.74, 100.91
2025-09-22T12:46:59.052, 131.41, 108.79, 145.86, 98.93
2025-09-22T12:46:59.065, 131.41, 108.79, 148.00, 97.00
2025-09-22T12:46:59.082, 131.41, 108.79, 150.19, 95.09
2025-09-22T12:46:59.099, 131.41, 108.79, 152.40, 93.22
2025-09-22T12:46:59.115, 131.41, 108.79, 154.65, 91.39
2025-09-22T12:46:59.132, 131.64, 108.79, 156.93, 89.59
2025-09-22T12:46:59.150, 132.45, 108.79, 159.23, 87.83
2025-09-22T12:46:59.167, 135.66, 107.36, 161.57, 86.11
2025-09-22T12:46:59.183, 140.67, 103.98, 163.93, 84.43
2025-09-22T12:46:59.200, 148.62, 100.25, 166.32, 82.79
2025-09-22T12:46:59.216, 158.55, 94.48, 168.74, 81.19
2025-09-22T12:46:59.233, 167.45, 90.02, 171.18, 79.63
2025-09-22T12:46:59.250, 172.10, 86.64, 173.63, 78.12
2025-09-22T12:46:59.267, 177.02, 83.75, 176.15, 76.63
2025-09-22T12:46:59.283, 180.34, 81.16, 178.66, 75.20
2025-09-22T12:46:59.300, 183.18, 79.36, 181.19, 73.82
2025-09-22T12:46:59.317, 185.06, 78.11, 183.77, 72.46
2025-09-22T12:46:59.333, 186.57, 77.21, 186.36, 71.15
2025-09-22T12:46:59.350, 187.65, 76.40, 188.96, 69.89
2025-09-22T12:46:59.366, 188.17, 76.14, 191.58, 68.67
2025-09-22T12:46:59.383, 188.68, 75.88, 194.23, 67.49
2025-09-22T12:46:59.400, 189.20, 75.36, 196.89, 66.36
2025-09-22T12:46:59.416, 190.03, 74.80, 199.58, 65.27
2025-09-22T12:46:59.433, 191.54, 74.49, 202.29, 64.23
2025-09-22T12:46:59.449, 192.68, 73.91, 205.00, 63.24
2025-09-22T12:46:59.466, 194.18, 73.62, 207.75, 62.28
2025-09-22T12:46:59.483, 195.69, 73.33, 210.50, 61.37
2025-09-22T12:46:59.500, 197.99, 72.67, 213.28, 60.51
2025-09-22T12:46:59.516, 200.72, 71.98, 216.07, 59.70
2025-09-22T12:46:59.533, 203.93, 71.27, 218.85, 58.93
2025-09-22T12:46:59.550, 206.65, 70.58, 221.64, 58.21
2025-09-22T12:46:59.566, 209.86, 69.53, 224.47, 57.54
2025-09-22T12:46:59.583, 212.16, 68.87, 227.30, 56.91
2025-09-22T12:46:59.599, 214.89, 68.18, 230.15, 56.33
2025-09-22T12:46:59.616, 217.61, 67.15, 232.99, 55.80
2025-09-22T12:46:59.633, 220.82, 66.07, 235.85, 55.31
2025-09-22T12:46:59.649, 223.55, 65.38, 238.72, 54.88
2025-09-22T12:46:59.666, 226.27, 64.35, 241.58, 54.49
2025-09-22T12:46:59.683, 229.00, 63.32, 244.47, 54.15
2025-09-22T12:46:59.699, 231.30, 62.66, 247.29, 53.86
