timestamp, mouseX, mouseY, flowerX, flowerY
2025-09-22T13:29:18.241, 138.56, 109.73, 135.42, 112.30
2025-09-22T13:29:18.257, 138.56, 109.73, 137.37, 110.13
2025-09-22T13:29:18.274, 138.56, 109.73, 139.38, 107.98
2025-09-22T13:29:18.290, 138.56, 109.73, 141.42, 105.87
2025-09-22T13:29:18.307, 138.56, 109.73, 143.49, 103.79
2025-09-22T13:29:18.324, 138.56, 109.73, 145.59, 101.76
2025-09-22T13:29:18.342, 139.62, 109.25, 147.73, 99.75
2025-09-22T13:29:18.358, 144.26, 105.96, 149.90, 97.77
2025-09-22T13:29:18.375, 151.47, 100.67, 152.10, 95.85
2025-09-22T13:29:18.391, 156.48, 98.11, 154.34, 93.95
2025-09-22T13:29:18.408, 161.83, 95.64, 156.59, 92.10
2025-09-22T13:29:18.424, 165.04, 94.56, 158.89, 90.27
2025-09-22T13:29:18.441, 167.34, 94.24, 161.23, 88.48
2025-09-22T13:29:18.458, 170.66, 94.24, 163.59, 86.74
2025-09-22T13:29:18.474, 174.99, 93.39, 165.96, 85.04
2025-09-22T13:29:18.491, 185.66, 91.78, 168.38, 83.37
2025-09-22T13:29:18.507, 195.41, 89.23, 170.75, 81.80
2025-09-22T13:29:18.525, 206.39, 86.60, 173.28, 80.17
2025-09-22T13:29:18.541, 213.85, 84.68, 175.78, 78.63
2025-09-22T13:29:18.558, 221.14, 82.86, 178.31, 77.12
2025-09-22T13:29:18.574, 226.50, 82.43, 180.84, 75.67
2025-09-22T13:29:18.591, 228.80, 82.43, 183.41, 74.26
2025-09-22T13:29:18.608, 230.30, 82.43, 185.99, 72.89
2025-09-22T13:29:18.625, 230.82, 82.43, 188.63, 71.55
2025-09-22T13:29:18.640, 231.08, 82.43, 191.24, 70.28
2025-09-22T13:29:18.657, 231.08, 82.43, 193.90, 69.04
2025-09-22T13:29:18.674, 231.08, 82.43, 196.58, 67.84
2025-09-22T13:29:18.692, 231.31, 82.43, 199.28, 66.68
2025-09-22T13:29:18.707, 231.31, 82.43, 201.98, 65.58
2025-09-22T13:29:18.724, 231.31, 82.43, 204.72, 64.52
2025-09-22T13:29:18.740, 231.31, 82.43, 207.48, 63.50
2025-09-22T13:29:18.758, 231.31, 82.66, 210.25, 62.53
2025-09-22T13:29:18.774, 231.31, 82.66, 213.02, 61.61
2025-09-22T13:29:18.790, 231.31, 82.66, 215.82, 60.73
2025-09-22T13:29:18.807, 231.31, 82.66, 218.64, 59.90
2025-09-22T13:29:18.824, 231.31, 82.66, 221.45, 59.12
2025-09-22T13:29:18.841, 231.31, 82.17, 224.30, 58.39
2025-09-22T13:29:18.858, 231.57, 81.64, 227.13, 57.70
2025-09-22T13:29:18.874, 232.76, 81.07, 230.00, 57.06
2025-09-22T13:29:18.891, 234.64, 80.43, 232.86, 56.47
2025-09-22T13:29:18.908, 237.84, 79.35, 235.74, 55.92
2025-09-22T13:29:18.924, 242.18, 77.81, 238.66, 55.42
2025-09-22T13:29:18.941, 245.39, 77.10, 241.54, 54.98
2025-09-22T13:29:18.958, 249.07, 75.98, 244.45, 54.58
2025-09-22T13:29:18.974, 252.28, 75.27, 247.35, 54.22
