timestamp, mouseX, mouseY, flowerX, flowerY
2025-09-22T13:09:28.799, 132.44, 110.18, 135.80, 108.96
2025-09-22T13:09:28.816, 132.44, 110.18, 140.01, 104.57
2025-09-22T13:09:28.833, 132.44, 110.18, 144.36, 100.33
2025-09-22T13:09:28.850, 132.44, 110.18, 148.89, 96.21
2025-09-22T13:09:28.866, 132.44, 110.18, 153.48, 92.33
2025-09-22T13:09:28.884, 132.44, 109.48, 158.26, 88.57
2025-09-22T13:09:28.900, 133.96, 105.73, 163.13, 84.99
2025-09-22T13:09:28.917, 141.28, 96.84, 168.16, 81.57
2025-09-22T13:09:28.934, 150.64, 88.03, 173.30, 78.32
2025-09-22T13:09:28.950, 158.02, 82.14, 178.56, 75.26
2025-09-22T13:09:28.967, 166.20, 75.50, 183.92, 72.38
2025-09-22T13:09:28.983, 172.76, 69.88, 189.34, 69.71
2025-09-22T13:09:29.000, 178.61, 65.09, 194.88, 67.21
2025-09-22T13:09:29.016, 182.71, 61.38, 200.21, 65.03
2025-09-22T13:09:29.033, 188.43, 56.98, 205.88, 62.93
2025-09-22T13:09:29.050, 196.11, 52.12, 211.93, 60.93
2025-09-22T13:09:29.067, 205.77, 47.54, 217.77, 59.22
2025-09-22T13:09:29.083, 217.57, 43.78, 223.66, 57.73
2025-09-22T13:09:29.100, 227.73, 41.23, 229.57, 56.45
2025-09-22T13:09:29.117, 237.14, 39.73, 235.55, 55.36
2025-09-22T13:09:29.133, 242.82, 39.73, 241.57, 54.49
2025-09-22T13:09:29.150, 250.09, 39.73, 247.62, 53.83
2025-09-22T13:09:29.167, 255.44, 39.73, 253.65, 53.38
2025-09-22T13:09:29.184, 259.66, 40.10, 259.73, 53.14
2025-09-22T13:09:29.200, 262.39, 41.46, 265.77, 53.12
2025-09-22T13:09:29.217, 264.26, 42.08, 271.89, 53.31
2025-09-22T13:09:29.236, 266.14, 43.02, 277.92, 53.70
2025-09-22T13:09:29.250, 268.92, 44.38, 283.93, 54.31
2025-09-22T13:09:29.267, 273.14, 45.91, 289.96, 55.13
2025-09-22T13:09:29.284, 283.41, 49.90, 295.95, 56.16
2025-09-22T13:09:29.299, 287.03, 51.71, 301.59, 57.33
2025-09-22T13:09:29.317, 296.12, 55.16, 307.78, 58.84
2025-09-22T13:09:29.333, 301.47, 57.20, 313.63, 60.49
2025-09-22T13:09:29.350, 307.47, 59.74, 319.39, 62.33
2025-09-22T13:09:29.367, 313.16, 61.52, 325.12, 64.39
2025-09-22T13:09:29.383, 319.10, 64.07, 330.77, 66.64
2025-09-22T13:09:29.400, 326.34, 66.78, 336.33, 69.09
2025-09-22T13:09:29.417, 333.13, 69.94, 341.78, 71.72
2025-09-22T13:09:29.433, 339.92, 73.56, 347.16, 74.55
2025-09-22T13:09:29.450, 346.93, 77.77, 352.44, 77.57
2025-09-22T13:09:29.467, 353.95, 81.98, 357.58, 80.75
2025-09-22T13:09:29.483, 360.96, 86.19, 362.64, 84.13
2025-09-22T13:09:29.500, 364.79, 88.88, 367.54, 87.66
2025-09-22T13:09:29.517, 368.25, 91.57, 372.32, 91.36
2025-09-22T13:09:29.533, 370.29, 93.25, 377.03, 95.27
2025-09-22T13:09:29.550, 371.49, 94.76, 381.48, 99.25
2025-09-22T13:09:29.566, 372.40, 96.27, 385.70, 103.28
2025-09-22T13:09:29.583, 374.18, 99.11, 390.15, 107.84
2025-09-22T13:09:29.600, 376.48, 103.33, 394.26, 112.37
2025-09-22T13:09:29.617, 378.21, 106.11, 398.17, 116.98
2025-09-22T13:09:29.633, 380.05, 109.80, 401.93, 121.76
2025-09-22T13:09:29.650, 381.89, 113.48, 405.51, 126.63
2025-09-22T13:09:29.667, 383.31, 116.69, 408.91, 131.63
2025-09-22T13:09:29.684, 384.93, 121.03, 412.20, 136.83
2025-09-22T13:09:29.700, 386.46, 125.25, 415.24, 142.06
2025-09-22T13:09:29.717, 388.52, 130.60, 418.10, 147.38
2025-09-22T13:09:29.733, 390.98, 135.95, 420.79, 152.84
2025-09-22T13:09:29.750, 394.07, 142.09, 423.29, 158.38
2025-09-22T13:09:29.767, 397.15, 148.23, 425.58, 163.98
